su,Strata,ns,X,ew,Y,utm_n,utm_z,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
974,4,N,9.99751,E2,8.36491,35,P,649603.00 ,1105447.00 ,649853.00 ,1105697.00 ,649853.00 ,1106197.00 ,650353.00 ,1106197.00 ,650353.00 ,1105697.00 
975,4,N,9.99803,E2,8.74893,35,P,691704.00 ,1105703.00 ,691954.00 ,1105953.00 ,691954.00 ,1106453.00 ,692454.00 ,1106453.00 ,692454.00 ,1105953.00 
976,4,N,9.99861,E2,9.13294,35,P,733813.00 ,1106015.00 ,734063.00 ,1106265.00 ,734063.00 ,1106765.00 ,734563.00 ,1106765.00 ,734563.00 ,1106265.00 
977,4,N,9.99924,E2,9.51696,35,P,775932.00 ,1106381.00 ,776182.00 ,1106631.00 ,776182.00 ,1107131.00 ,776682.00 ,1107131.00 ,776682.00 ,1106631.00 
989,4,N,9.65368,E2,7.98138,35,P,607672.00 ,1067277.00 ,607922.00 ,1067527.00 ,607922.00 ,1068027.00 ,608422.00 ,1068027.00 ,608422.00 ,1067527.00 
990,4,N,9.65414,E2,8.36546,35,P,649818.00 ,1067473.00 ,650068.00 ,1067723.00 ,650068.00 ,1068223.00 ,650568.00 ,1068223.00 ,650568.00 ,1067723.00 
991,4,N,9.65466,E2,8.74954,35,P,691969.00 ,1067723.00 ,692219.00 ,1067973.00 ,692219.00 ,1068473.00 ,692719.00 ,1068473.00 ,692719.00 ,1067973.00 
1027,5,N,11.72077,E,28.36217,35,P,648448.00 ,1296035.00 ,648698.00 ,1296285.00 ,648698.00 ,1296785.00 ,649198.00 ,1296785.00 ,649198.00 ,1296285.00 
519,4,N,12.58886,E,29.7032,35,P,793713.00 ,1393181.00 ,793963.00 ,1393431.00 ,793963.00 ,1393931.00 ,794463.00 ,1393931.00 ,794463.00 ,1393431.00 
522,4,N,12.59209,E,31.23737,36,P,308524.00 ,1392669.00 ,308774.00 ,1392919.00 ,308774.00 ,1393419.00 ,309274.00 ,1393419.00 ,309274.00 ,1392919.00 
523,4,N,12.59304,E,31.62092,36,P,350197.00 ,1392525.00 ,350447.00 ,1392775.00 ,350447.00 ,1393275.00 ,350947.00 ,1393275.00 ,350947.00 ,1392775.00 
538,4,N,12.24208,E,29.70397,35,P,794186.00 ,1354795.00 ,794436.00 ,1355045.00 ,794436.00 ,1355545.00 ,794936.00 ,1355545.00 ,794936.00 ,1355045.00 
539,4,N,12.2428,E,30.08757,36,P,183117.00 ,1355111.00 ,183367.00 ,1355361.00 ,183367.00 ,1355861.00 ,183867.00 ,1355861.00 ,183867.00 ,1355361.00 
540,4,N,12.24358,E,30.47118,36,P,224883.00 ,1354777.00 ,225133.00 ,1355027.00 ,225133.00 ,1355527.00 ,225633.00 ,1355527.00 ,225633.00 ,1355027.00 
541,4,N,12.24441,E,30.85479,36,P,266637.00 ,1354508.00 ,266887.00 ,1354758.00 ,266887.00 ,1355258.00 ,267387.00 ,1355258.00 ,267387.00 ,1354758.00 
542,4,N,12.24531,E,31.23839,36,P,308380.00 ,1354304.00 ,308630.00 ,1354554.00 ,308630.00 ,1355054.00 ,309130.00 ,1355054.00 ,309130.00 ,1354554.00 
543,4,N,12.24625,E,31.622,36,P,350116.00 ,1354167.00 ,350366.00 ,1354417.00 ,350366.00 ,1354917.00 ,350866.00 ,1354917.00 ,350866.00 ,1354417.00 
560,4,N,11.89514,E,29.32107,35,P,752830.00 ,1316014.00 ,753080.00 ,1316264.00 ,753080.00 ,1316764.00 ,753580.00 ,1316764.00 ,753580.00 ,1316264.00 
561,4,N,11.8958,E,29.70474,35,P,794648.00 ,1316466.00 ,794898.00 ,1316716.00 ,794898.00 ,1317216.00 ,795398.00 ,1317216.00 ,795398.00 ,1316716.00 
562,4,N,11.89652,E,30.0884,36,P,182800.00 ,1316774.00 ,183050.00 ,1317024.00 ,183050.00 ,1317524.00 ,183550.00 ,1317524.00 ,183550.00 ,1317024.00 
563,4,N,11.8973,E,30.47207,36,P,224626.00 ,1316450.00 ,224876.00 ,1316700.00 ,224876.00 ,1317200.00 ,225376.00 ,1317200.00 ,225376.00 ,1316700.00 
564,4,N,11.89813,E,30.85574,36,P,266441.00 ,1316191.00 ,266691.00 ,1316441.00 ,266691.00 ,1316941.00 ,267191.00 ,1316941.00 ,267191.00 ,1316441.00 
565,4,N,11.89902,E,31.23941,36,P,308245.00 ,1315996.00 ,308495.00 ,1316246.00 ,308495.00 ,1316746.00 ,308995.00 ,1316746.00 ,308995.00 ,1316246.00 
566,4,N,11.89997,E,31.62308,36,P,350041.00 ,1315864.00 ,350291.00 ,1316114.00 ,350291.00 ,1316614.00 ,350791.00 ,1316614.00 ,350791.00 ,1316114.00 
567,4,N,11.90098,E,32.00675,36,P,391831.00 ,1315797.00 ,392081.00 ,1316047.00 ,392081.00 ,1316547.00 ,392581.00 ,1316547.00 ,392581.00 ,1316047.00 
588,4,N,11.55001,E,29.7055,35,P,795100.00 ,1278191.00 ,795350.00 ,1278441.00 ,795350.00 ,1278941.00 ,795850.00 ,1278941.00 ,795850.00 ,1278441.00 
589,4,N,11.55073,E,30.08924,36,P,182495.00 ,1278491.00 ,182745.00 ,1278741.00 ,182745.00 ,1279241.00 ,183245.00 ,1279241.00 ,183245.00 ,1278741.00 
590,4,N,11.55151,E,30.47297,36,P,224380.00 ,1278179.00 ,224630.00 ,1278429.00 ,224630.00 ,1278929.00 ,225130.00 ,1278929.00 ,225130.00 ,1278429.00 
591,4,N,11.55234,E,30.8567,36,P,266254.00 ,1277929.00 ,266504.00 ,1278179.00 ,266504.00 ,1278679.00 ,267004.00 ,1278679.00 ,267004.00 ,1278179.00 
592,4,N,11.55323,E,31.24043,36,P,308117.00 ,1277742.00 ,308367.00 ,1277992.00 ,308367.00 ,1278492.00 ,308867.00 ,1278492.00 ,308867.00 ,1277992.00 
593,4,N,11.55417,E,31.62416,36,P,349972.00 ,1277617.00 ,350222.00 ,1277867.00 ,350222.00 ,1278367.00 ,350722.00 ,1278367.00 ,350722.00 ,1277867.00 
594,4,N,11.55518,E,32.00789,36,P,391821.00 ,1277554.00 ,392071.00 ,1277804.00 ,392071.00 ,1278304.00 ,392571.00 ,1278304.00 ,392571.00 ,1277804.00 
617,4,N,11.20469,E,29.70627,35,P,795540.00 ,1239969.00 ,795790.00 ,1240219.00 ,795790.00 ,1240719.00 ,796290.00 ,1240719.00 ,796290.00 ,1240219.00 
618,4,N,11.20541,E,30.09007,36,P,182203.00 ,1240261.00 ,182453.00 ,1240511.00 ,182453.00 ,1241011.00 ,182953.00 ,1241011.00 ,182953.00 ,1240511.00 
619,4,N,11.20618,E,30.47386,36,P,224145.00 ,1239960.00 ,224395.00 ,1240210.00 ,224395.00 ,1240710.00 ,224895.00 ,1240710.00 ,224895.00 ,1240210.00 
620,4,N,11.20702,E,30.85766,36,P,266076.00 ,1239720.00 ,266326.00 ,1239970.00 ,266326.00 ,1240470.00 ,266826.00 ,1240470.00 ,266826.00 ,1239970.00 
621,4,N,11.2079,E,31.24145,36,P,307997.00 ,1239540.00 ,308247.00 ,1239790.00 ,308247.00 ,1240290.00 ,308747.00 ,1240290.00 ,308747.00 ,1239790.00 
622,4,N,11.20885,E,31.62524,36,P,349910.00 ,1239422.00 ,350160.00 ,1239672.00 ,350160.00 ,1240172.00 ,350660.00 ,1240172.00 ,350660.00 ,1239672.00 
623,4,N,11.20985,E,32.00904,36,P,391816.00 ,1239365.00 ,392066.00 ,1239615.00 ,392066.00 ,1240115.00 ,392566.00 ,1240115.00 ,392566.00 ,1239615.00 
624,4,N,11.21091,E,32.39283,36,P,433717.00 ,1239368.00 ,433967.00 ,1239618.00 ,433967.00 ,1240118.00 ,434467.00 ,1240118.00 ,434467.00 ,1239618.00 
646,4,N,10.85982,E,29.70704,35,P,795969.00 ,1201798.00 ,796219.00 ,1202048.00 ,796219.00 ,1202548.00 ,796719.00 ,1202548.00 ,796719.00 ,1202048.00 
647,4,N,10.86054,E,30.0909,36,P,181922.00 ,1202082.00 ,182172.00 ,1202332.00 ,182172.00 ,1202832.00 ,182672.00 ,1202832.00 ,182672.00 ,1202332.00 
648,4,N,10.86132,E,30.47476,36,P,223921.00 ,1201792.00 ,224171.00 ,1202042.00 ,224171.00 ,1202542.00 ,224671.00 ,1202542.00 ,224671.00 ,1202042.00 
649,4,N,10.86215,E,30.85861,36,P,265908.00 ,1201562.00 ,266158.00 ,1201812.00 ,266158.00 ,1202312.00 ,266658.00 ,1202312.00 ,266658.00 ,1201812.00 
650,4,N,10.86304,E,31.24247,36,P,307884.00 ,1201391.00 ,308134.00 ,1201641.00 ,308134.00 ,1202141.00 ,308634.00 ,1202141.00 ,308634.00 ,1201641.00 
651,4,N,10.86398,E,31.62633,36,P,349853.00 ,1201279.00 ,350103.00 ,1201529.00 ,350103.00 ,1202029.00 ,350603.00 ,1202029.00 ,350603.00 ,1201529.00 
652,4,N,10.86498,E,32.01018,36,P,391814.00 ,1201227.00 ,392064.00 ,1201477.00 ,392064.00 ,1201977.00 ,392564.00 ,1201977.00 ,392564.00 ,1201477.00 
674,4,N,10.51612,E,30.09173,36,P,181654.00 ,1163953.00 ,181904.00 ,1164203.00 ,181904.00 ,1164703.00 ,182404.00 ,1164703.00 ,182404.00 ,1164203.00 
675,4,N,10.5169,E,30.47565,36,P,223707.00 ,1163675.00 ,223957.00 ,1163925.00 ,223957.00 ,1164425.00 ,224457.00 ,1164425.00 ,224457.00 ,1163925.00 
676,4,N,10.51773,E,30.85957,36,P,265748.00 ,1163454.00 ,265998.00 ,1163704.00 ,265998.00 ,1164204.00 ,266498.00 ,1164204.00 ,266498.00 ,1163704.00 
677,4,N,10.51861,E,31.24349,36,P,307779.00 ,1163291.00 ,308029.00 ,1163541.00 ,308029.00 ,1164041.00 ,308529.00 ,1164041.00 ,308529.00 ,1163541.00 
678,4,N,10.51956,E,31.62741,36,P,349802.00 ,1163186.00 ,350052.00 ,1163436.00 ,350052.00 ,1163936.00 ,350552.00 ,1163936.00 ,350552.00 ,1163436.00 
694,4,N,10.17291,E,30.47655,36,P,223504.00 ,1125606.00 ,223754.00 ,1125856.00 ,223754.00 ,1126356.00 ,224254.00 ,1126356.00 ,224254.00 ,1125856.00 
695,4,N,10.17373,E,30.86053,36,P,265598.00 ,1125395.00 ,265848.00 ,1125645.00 ,265848.00 ,1126145.00 ,266348.00 ,1126145.00 ,266348.00 ,1125645.00 
696,4,N,10.17462,E,31.24451,36,P,307681.00 ,1125240.00 ,307931.00 ,1125490.00 ,307931.00 ,1125990.00 ,308431.00 ,1125990.00 ,308431.00 ,1125490.00 
697,4,N,10.17556,E,31.62849,36,P,349757.00 ,1125141.00 ,350007.00 ,1125391.00 ,350007.00 ,1125891.00 ,350507.00 ,1125891.00 ,350507.00 ,1125391.00 
712,4,N,9.83016,E3,0.86149,36,P,265456.00 ,1087382.00 ,265706.00 ,1087632.00 ,265706.00 ,1088132.00 ,266206.00 ,1088132.00 ,266206.00 ,1087632.00 
713,4,N,9.83104,E3,1.24553,36,P,307591.00 ,1087235.00 ,307841.00 ,1087485.00 ,307841.00 ,1087985.00 ,308341.00 ,1087985.00 ,308341.00 ,1087485.00 
800,4,N,12.41576,E,29.89537,35,P,814819.00 ,1374239.00 ,815069.00 ,1374489.00 ,815069.00 ,1374989.00 ,815569.00 ,1374989.00 ,815569.00 ,1374489.00 
802,4,N,12.41818,E,31.0461,36,P,287596.00 ,1373575.00 ,287846.00 ,1373825.00 ,287846.00 ,1374325.00 ,288346.00 ,1374325.00 ,288346.00 ,1373825.00 
803,4,N,12.4191,E,31.42967,36,P,329304.00 ,1373401.00 ,329554.00 ,1373651.00 ,329554.00 ,1374151.00 ,330054.00 ,1374151.00 ,330054.00 ,1373651.00 
819,4,N,12.06854,E,29.51253,35,P,773523.00 ,1335387.00 ,773773.00 ,1335637.00 ,773773.00 ,1336137.00 ,774273.00 ,1336137.00 ,774273.00 ,1335637.00 
820,4,N,12.06923,E,29.89617,35,P,815317.00 ,1335877.00 ,815567.00 ,1336127.00 ,815567.00 ,1336627.00 ,816067.00 ,1336627.00 ,816067.00 ,1336127.00 
821,4,N,12.06998,E,30.27981,36,P,203857.00 ,1335763.00 ,204107.00 ,1336013.00 ,204107.00 ,1336513.00 ,204607.00 ,1336513.00 ,204607.00 ,1336013.00 
822,4,N,12.07079,E,30.66345,36,P,245647.00 ,1335466.00 ,245897.00 ,1335716.00 ,245897.00 ,1336216.00 ,246397.00 ,1336216.00 ,246397.00 ,1335716.00 
823,4,N,12.07165,E,31.04708,36,P,287426.00 ,1335235.00 ,287676.00 ,1335485.00 ,287676.00 ,1335985.00 ,288176.00 ,1335985.00 ,288176.00 ,1335485.00 
824,4,N,12.07257,E,31.43072,36,P,329196.00 ,1335068.00 ,329446.00 ,1335318.00 ,329446.00 ,1335818.00 ,329946.00 ,1335818.00 ,329946.00 ,1335318.00 
825,4,N,12.07355,E,31.81436,36,P,370959.00 ,1334966.00 ,371209.00 ,1335216.00 ,371209.00 ,1335716.00 ,371709.00 ,1335716.00 ,371709.00 ,1335216.00 
844,4,N,11.72251,E,29.51327,35,P,773950.00 ,1297091.00 ,774200.00 ,1297341.00 ,774200.00 ,1297841.00 ,774700.00 ,1297841.00 ,774700.00 ,1297341.00 
845,4,N,11.7232,E,29.89697,35,P,815804.00 ,1297569.00 ,816054.00 ,1297819.00 ,816054.00 ,1298319.00 ,816554.00 ,1298319.00 ,816554.00 ,1297819.00 
846,4,N,11.72395,E,30.28067,36,P,203576.00 ,1297459.00 ,203826.00 ,1297709.00 ,203826.00 ,1298209.00 ,204326.00 ,1298209.00 ,204326.00 ,1297709.00 
847,4,N,11.72475,E,30.66437,36,P,245425.00 ,1297172.00 ,245675.00 ,1297422.00 ,245675.00 ,1297922.00 ,246175.00 ,1297922.00 ,246175.00 ,1297422.00 
848,4,N,11.72561,E,31.04807,36,P,287264.00 ,1296950.00 ,287514.00 ,1297200.00 ,287514.00 ,1297700.00 ,288014.00 ,1297700.00 ,288014.00 ,1297200.00 
849,4,N,11.72653,E,31.43177,36,P,329094.00 ,1296790.00 ,329344.00 ,1297040.00 ,329344.00 ,1297540.00 ,329844.00 ,1297540.00 ,329844.00 ,1297040.00 
850,4,N,11.72751,E,31.81547,36,P,370917.00 ,1296694.00 ,371167.00 ,1296944.00 ,371167.00 ,1297444.00 ,371667.00 ,1297444.00 ,371667.00 ,1296944.00 
851,4,N,11.72854,E,32.19917,36,P,412733.00 ,1296660.00 ,412983.00 ,1296910.00 ,412983.00 ,1297410.00 ,413483.00 ,1297410.00 ,413483.00 ,1296910.00 
874,4,N,11.37695,E,29.51401,35,P,774367.00 ,1258848.00 ,774617.00 ,1259098.00 ,774617.00 ,1259598.00 ,775117.00 ,1259598.00 ,775117.00 ,1259098.00 
875,4,N,11.37764,E,29.89777,35,P,816279.00 ,1259315.00 ,816529.00 ,1259565.00 ,816529.00 ,1260065.00 ,817029.00 ,1260065.00 ,817029.00 ,1259565.00 
876,4,N,11.37839,E,30.28153,36,P,203306.00 ,1259208.00 ,203556.00 ,1259458.00 ,203556.00 ,1259958.00 ,204056.00 ,1259958.00 ,204056.00 ,1259458.00 
877,4,N,11.3792,E,30.6653,36,P,245214.00 ,1258932.00 ,245464.00 ,1259182.00 ,245464.00 ,1259682.00 ,245964.00 ,1259682.00 ,245964.00 ,1259182.00 
878,4,N,11.38006,E,31.04906,36,P,287111.00 ,1258718.00 ,287361.00 ,1258968.00 ,287361.00 ,1259468.00 ,287861.00 ,1259468.00 ,287861.00 ,1258968.00 
879,4,N,11.38097,E,31.43282,36,P,328999.00 ,1258566.00 ,329249.00 ,1258816.00 ,329249.00 ,1259316.00 ,329749.00 ,1259316.00 ,329749.00 ,1258816.00 
880,4,N,11.38195,E,31.81658,36,P,370880.00 ,1258475.00 ,371130.00 ,1258725.00 ,371130.00 ,1259225.00 ,371630.00 ,1259225.00 ,371630.00 ,1258725.00 
881,4,N,11.38298,E,32.20034,36,P,412755.00 ,1258446.00 ,413005.00 ,1258696.00 ,413005.00 ,1259196.00 ,413505.00 ,1259196.00 ,413505.00 ,1258696.00 
904,4,N,11.03186,E,29.51474,35,P,774773.00 ,1220657.00 ,775023.00 ,1220907.00 ,775023.00 ,1221407.00 ,775523.00 ,1221407.00 ,775523.00 ,1220907.00 
905,4,N,11.03255,E,29.89857,35,P,816742.00 ,1221113.00 ,816992.00 ,1221363.00 ,816992.00 ,1221863.00 ,817492.00 ,1221863.00 ,817492.00 ,1221363.00 
906,4,N,11.0333,E,30.2824,36,P,203048.00 ,1221010.00 ,203298.00 ,1221260.00 ,203298.00 ,1221760.00 ,203798.00 ,1221760.00 ,203798.00 ,1221260.00 
907,4,N,11.0341,E,30.66622,36,P,245013.00 ,1220745.00 ,245263.00 ,1220995.00 ,245263.00 ,1221495.00 ,245763.00 ,1221495.00 ,245763.00 ,1220995.00 
908,4,N,11.03496,E,31.05005,36,P,286966.00 ,1220539.00 ,287216.00 ,1220789.00 ,287216.00 ,1221289.00 ,287716.00 ,1221289.00 ,287716.00 ,1220789.00 
909,4,N,11.03588,E,31.43387,36,P,328911.00 ,1220394.00 ,329161.00 ,1220644.00 ,329161.00 ,1221144.00 ,329661.00 ,1221144.00 ,329661.00 ,1220644.00 
910,4,N,11.03685,E,31.8177,36,P,370848.00 ,1220309.00 ,371098.00 ,1220559.00 ,371098.00 ,1221059.00 ,371598.00 ,1221059.00 ,371598.00 ,1220559.00 
911,4,N,11.03788,E,32.20152,36,P,412780.00 ,1220284.00 ,413030.00 ,1220534.00 ,413030.00 ,1221034.00 ,413530.00 ,1221034.00 ,413530.00 ,1220534.00 
934,4,N,10.68791,E,29.89937,35,P,817194.00 ,1182961.00 ,817444.00 ,1183211.00 ,817444.00 ,1183711.00 ,817944.00 ,1183711.00 ,817944.00 ,1183211.00 
935,4,N,10.68866,E,30.28326,36,P,202801.00 ,1182862.00 ,203051.00 ,1183112.00 ,203051.00 ,1183612.00 ,203551.00 ,1183612.00 ,203551.00 ,1183112.00 
936,4,N,10.68946,E,30.66715,36,P,244821.00 ,1182607.00 ,245071.00 ,1182857.00 ,245071.00 ,1183357.00 ,245571.00 ,1183357.00 ,245571.00 ,1182857.00 
937,4,N,10.69032,E,31.05104,36,P,286830.00 ,1182411.00 ,287080.00 ,1182661.00 ,287080.00 ,1183161.00 ,287580.00 ,1183161.00 ,287580.00 ,1182661.00 
938,4,N,10.69124,E,31.43492,36,P,328830.00 ,1182273.00 ,329080.00 ,1182523.00 ,329080.00 ,1183023.00 ,329580.00 ,1183023.00 ,329580.00 ,1182523.00 
939,4,N,10.69221,E,31.81881,36,P,370822.00 ,1182194.00 ,371072.00 ,1182444.00 ,371072.00 ,1182944.00 ,371572.00 ,1182944.00 ,371572.00 ,1182444.00 
959,4,N,10.34445,E,30.28412,36,P,202566.00 ,1144764.00 ,202816.00 ,1145014.00 ,202816.00 ,1145514.00 ,203316.00 ,1145514.00 ,203316.00 ,1145014.00 
960,4,N,10.34526,E,30.66807,36,P,244639.00 ,1144519.00 ,244889.00 ,1144769.00 ,244889.00 ,1145269.00 ,245389.00 ,1145269.00 ,245389.00 ,1144769.00 
961,4,N,10.34611,E,31.05202,36,P,286702.00 ,1144332.00 ,286952.00 ,1144582.00 ,286952.00 ,1145082.00 ,287452.00 ,1145082.00 ,287452.00 ,1144582.00 
962,4,N,10.34703,E,31.43597,36,P,328755.00 ,1144201.00 ,329005.00 ,1144451.00 ,329005.00 ,1144951.00 ,329505.00 ,1144951.00 ,329505.00 ,1144451.00 
978,4,N,10.00147,E,30.669,36,P,244467.00 ,1106479.00 ,244717.00 ,1106729.00 ,244717.00 ,1107229.00 ,245217.00 ,1107229.00 ,245217.00 ,1106729.00 
979,4,N,10.00233,E,31.05301,36,P,286582.00 ,1106300.00 ,286832.00 ,1106550.00 ,286832.00 ,1107050.00 ,287332.00 ,1107050.00 ,287332.00 ,1106550.00 
980,4,N,10.00324,E,31.43703,36,P,328687.00 ,1106177.00 ,328937.00 ,1106427.00 ,328937.00 ,1106927.00 ,329437.00 ,1106927.00 ,329437.00 ,1106427.00 
1025,5,N,12.41651,E,30.27895,36,P,204149.00 ,1374122.00 ,204399.00 ,1374372.00 ,204399.00 ,1374872.00 ,204899.00 ,1374872.00 ,204899.00 ,1374372.00 
160,2,N,15.56451,E,32.18626,36,P,412748.00 ,1720931.00 ,412998.00 ,1721181.00 ,412998.00 ,1721681.00 ,413498.00 ,1721681.00 ,413498.00 ,1721181.00 
161,2,N,15.56678,E,32.95228,36,P,494884.00 ,1721016.00 ,495134.00 ,1721266.00 ,495134.00 ,1721766.00 ,495634.00 ,1721766.00 ,495634.00 ,1721266.00 
212,2,N,15.92028,E,33.33393,36,P,535742.00 ,1760146.00 ,535992.00 ,1760396.00 ,535992.00 ,1760896.00 ,536492.00 ,1760896.00 ,536492.00 ,1760396.00 
1006,5,N,15.39029,E,32.76141,36,P,474397.00 ,1701509.00 ,474647.00 ,1701759.00 ,474647.00 ,1702259.00 ,475147.00 ,1702259.00 ,475147.00 ,1701759.00 
1017,5,N,15.91789,E,32.56804,36,P,453764.00 ,1759901.00 ,454014.00 ,1760151.00 ,454014.00 ,1760651.00 ,454514.00 ,1760651.00 ,454514.00 ,1760151.00 
999,5,N,21.83539,E,31.21101,36,Q,315105.00 ,2415681.00 ,315355.00 ,2415931.00 ,315355.00 ,2416431.00 ,315855.00 ,2416431.00 ,315855.00 ,2415931.00 
1000,5,N,19.29448,E,30.45337,36,Q,232374.00 ,2135378.00 ,232624.00 ,2135628.00 ,232624.00 ,2136128.00 ,233124.00 ,2136128.00 ,233124.00 ,2135628.00 
1002,5,N,18.93523,E,30.45426,36,Q,231888.00 ,2095595.00 ,232138.00 ,2095845.00 ,232138.00 ,2096345.00 ,232638.00 ,2096345.00 ,232638.00 ,2095845.00 
1004,5,N,18.58059,E,31.98508,36,Q,392910.00 ,2054723.00 ,393160.00 ,2054973.00 ,393160.00 ,2055473.00 ,393660.00 ,2055473.00 ,393660.00 ,2054973.00 
1013,5,N,18.40114,E,31.79439,36,Q,372655.00 ,2034990.00 ,372905.00 ,2035240.00 ,372905.00 ,2035740.00 ,373405.00 ,2035740.00 ,373405.00 ,2035240.00 
1014,5,N,18.04193,E,31.03035,36,Q,291503.00 ,1995934.00 ,291753.00 ,1996184.00 ,291753.00 ,1996684.00 ,292253.00 ,1996684.00 ,292253.00 ,1996184.00 
1015,5,N,18.04287,E,31.41292,36,Q,332011.00 ,1995649.00 ,332261.00 ,1995899.00 ,332261.00 ,1996399.00 ,332761.00 ,1996399.00 ,332761.00 ,1995899.00 
144,2,N,16.272,E,32.94969,36,Q,494624.00 ,1799024.00 ,494874.00 ,1799274.00 ,494874.00 ,1799774.00 ,495374.00 ,1799774.00 ,495374.00 ,1799274.00 
198,2,N,16.63233,E,34.8625,36,Q,698663.00 ,1839807.00 ,698913.00 ,1840057.00 ,698913.00 ,1840557.00 ,699413.00 ,1840557.00 ,699413.00 ,1840057.00 
1001,5,N,19.30054,E,32.74751,36,Q,473474.00 ,2134102.00 ,473724.00 ,2134352.00 ,473724.00 ,2134852.00 ,474224.00 ,2134852.00 ,474224.00 ,2134352.00 
1003,5,N,18.94013,E,32.36636,36,Q,433284.00 ,2094322.00 ,433534.00 ,2094572.00 ,433534.00 ,2095072.00 ,434034.00 ,2095072.00 ,434034.00 ,2094572.00 
1005,5,N,17.51595,E,33.90182,36,Q,595730.00 ,1936860.00 ,595980.00 ,1937110.00 ,595980.00 ,1937610.00 ,596480.00 ,1937610.00 ,596480.00 ,1937110.00 
1010,5,N,19.48108,E,32.93805,36,Q,493498.00 ,2154061.00 ,493748.00 ,2154311.00 ,493748.00 ,2154811.00 ,494248.00 ,2154811.00 ,494248.00 ,2154311.00 
1011,5,N,19.48233,E,33.32037,36,Q,533621.00 ,2154229.00 ,533871.00 ,2154479.00 ,533871.00 ,2154979.00 ,534371.00 ,2154979.00 ,534371.00 ,2154479.00 
1012,5,N,19.12022,E,32.55695,36,Q,453402.00 ,2114189.00 ,453652.00 ,2114439.00 ,453652.00 ,2114939.00 ,454152.00 ,2114939.00 ,454152.00 ,2114439.00 
1016,5,N,16.98246,E,33.71262,36,Q,575862.00 ,1877752.00 ,576112.00 ,1878002.00 ,576112.00 ,1878502.00 ,576612.00 ,1878502.00 ,576612.00 ,1878002.00 
