su,Strata,ns,X,ew,Y,utm_n,utm_z,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
767,4,N,13.10577,E,24.52545,35,P,231696.00 ,1450146.00 ,231946.00 ,1450396.00 ,231946.00 ,1450896.00 ,232446.00 ,1450896.00 ,232446.00 ,1450396.00 
780,4,N,12.75832,E,24.14186,35,P,189646.00 ,1412120.00 ,189896.00 ,1412370.00 ,189896.00 ,1412870.00 ,190396.00 ,1412870.00 ,190396.00 ,1412370.00 
781,4,N,12.75822,E,24.52538,35,P,231315.00 ,1411680.00 ,231565.00 ,1411930.00 ,231565.00 ,1412430.00 ,232065.00 ,1412430.00 ,232065.00 ,1411930.00 
795,4,N,12.41129,E,24.14172,35,P,189212.00 ,1373701.00 ,189462.00 ,1373951.00 ,189462.00 ,1374451.00 ,189962.00 ,1374451.00 ,189962.00 ,1373951.00 
796,4,N,12.41119,E,24.5253,35,P,230945.00 ,1373272.00 ,231195.00 ,1373522.00 ,231195.00 ,1374022.00 ,231695.00 ,1374022.00 ,231695.00 ,1373522.00 
814,4,N,12.06492,E,23.75794,34,P,800262.00 ,1335244.00 ,800512.00 ,1335494.00 ,800512.00 ,1335994.00 ,801012.00 ,1335994.00 ,801012.00 ,1335494.00 
815,4,N,12.06477,E,24.14158,35,P,188791.00 ,1335339.00 ,189041.00 ,1335589.00 ,189041.00 ,1336089.00 ,189541.00 ,1336089.00 ,189541.00 ,1335589.00 
816,4,N,12.06467,E,24.52522,35,P,230585.00 ,1334922.00 ,230835.00 ,1335172.00 ,230835.00 ,1335672.00 ,231335.00 ,1335672.00 ,231335.00 ,1335172.00 
837,4,N,11.7189,E,23.75774,34,P,800620.00 ,1296940.00 ,800870.00 ,1297190.00 ,800870.00 ,1297690.00 ,801370.00 ,1297690.00 ,801370.00 ,1297190.00 
838,4,N,11.71874,E,24.14144,35,P,188382.00 ,1297033.00 ,188632.00 ,1297283.00 ,188632.00 ,1297783.00 ,189132.00 ,1297783.00 ,189132.00 ,1297283.00 
839,4,N,11.71864,E,24.52514,35,P,230236.00 ,1296626.00 ,230486.00 ,1296876.00 ,230486.00 ,1297376.00 ,230986.00 ,1297376.00 ,230986.00 ,1296876.00 
840,4,N,11.7186,E,24.90885,35,P,272079.00 ,1296282.00 ,272329.00 ,1296532.00 ,272329.00 ,1297032.00 ,272829.00 ,1297032.00 ,272829.00 ,1296532.00 
859,4,N,11.37335,E,23.75754,34,P,800966.00 ,1258690.00 ,801216.00 ,1258940.00 ,801216.00 ,1259440.00 ,801716.00 ,1259440.00 ,801716.00 ,1258940.00 
860,4,N,11.37319,E,24.1413,35,P,187984.00 ,1258780.00 ,188234.00 ,1259030.00 ,188234.00 ,1259530.00 ,188734.00 ,1259530.00 ,188734.00 ,1259030.00 
861,4,N,11.37309,E,24.52507,35,P,229896.00 ,1258384.00 ,230146.00 ,1258634.00 ,230146.00 ,1259134.00 ,230646.00 ,1259134.00 ,230646.00 ,1258634.00 
862,4,N,11.37305,E,24.90883,35,P,271798.00 ,1258050.00 ,272048.00 ,1258300.00 ,272048.00 ,1258800.00 ,272548.00 ,1258800.00 ,272548.00 ,1258300.00 
863,4,N,11.37307,E,25.2926,35,P,313690.00 ,1257778.00 ,313940.00 ,1258028.00 ,313940.00 ,1258528.00 ,314440.00 ,1258528.00 ,314440.00 ,1258028.00 
887,4,N,11.02874,E,22.98968,34,P,717380.00 ,1219879.00 ,717630.00 ,1220129.00 ,717630.00 ,1220629.00 ,718130.00 ,1220629.00 ,718130.00 ,1220129.00 
888,4,N,11.02847,E,23.37351,34,P,759335.00 ,1220155.00 ,759585.00 ,1220405.00 ,759585.00 ,1220905.00 ,760085.00 ,1220905.00 ,760085.00 ,1220405.00 
889,4,N,11.02826,E,23.75733,34,P,801302.00 ,1220492.00 ,801552.00 ,1220742.00 ,801552.00 ,1221242.00 ,802052.00 ,1221242.00 ,802052.00 ,1220742.00 
890,4,N,11.02811,E,24.14116,35,P,187598.00 ,1220579.00 ,187848.00 ,1220829.00 ,187848.00 ,1221329.00 ,188348.00 ,1221329.00 ,188348.00 ,1220829.00 
891,4,N,11.02801,E,24.52499,35,P,229567.00 ,1220194.00 ,229817.00 ,1220444.00 ,229817.00 ,1220944.00 ,230317.00 ,1220944.00 ,230317.00 ,1220444.00 
892,4,N,11.02797,E,24.90882,35,P,271525.00 ,1219870.00 ,271775.00 ,1220120.00 ,271775.00 ,1220620.00 ,272275.00 ,1220620.00 ,272275.00 ,1220120.00 
893,4,N,11.02798,E,25.29264,35,P,313474.00 ,1219605.00 ,313724.00 ,1219855.00 ,313724.00 ,1220355.00 ,314224.00 ,1220355.00 ,314224.00 ,1219855.00 
894,4,N,11.02805,E,25.67647,35,P,355414.00 ,1219401.00 ,355664.00 ,1219651.00 ,355664.00 ,1220151.00 ,356164.00 ,1220151.00 ,356164.00 ,1219651.00 
917,4,N,10.68383,E,23.37324,34,P,759604.00 ,1182018.00 ,759854.00 ,1182268.00 ,759854.00 ,1182768.00 ,760354.00 ,1182768.00 ,760354.00 ,1182268.00 
918,4,N,10.68362,E,23.75713,34,P,801625.00 ,1182344.00 ,801875.00 ,1182594.00 ,801875.00 ,1183094.00 ,802375.00 ,1183094.00 ,802375.00 ,1182594.00 
919,4,N,10.68347,E,24.14102,35,P,187224.00 ,1182429.00 ,187474.00 ,1182679.00 ,187474.00 ,1183179.00 ,187974.00 ,1183179.00 ,187974.00 ,1182679.00 
920,4,N,10.68337,E,24.52491,35,P,229248.00 ,1182055.00 ,229498.00 ,1182305.00 ,229498.00 ,1182805.00 ,229998.00 ,1182805.00 ,229998.00 ,1182305.00 
921,4,N,10.68333,E,24.9088,35,P,271261.00 ,1181740.00 ,271511.00 ,1181990.00 ,271511.00 ,1182490.00 ,272011.00 ,1182490.00 ,272011.00 ,1181990.00 
922,4,N,10.68335,E,25.29269,35,P,313265.00 ,1181483.00 ,313515.00 ,1181733.00 ,313515.00 ,1182233.00 ,314015.00 ,1182233.00 ,314015.00 ,1181733.00 
923,4,N,10.68342,E,25.67658,35,P,355261.00 ,1181285.00 ,355511.00 ,1181535.00 ,355511.00 ,1182035.00 ,356011.00 ,1182035.00 ,356011.00 ,1181535.00 
943,4,N,10.33943,E,23.75693,34,P,801938.00 ,1144246.00 ,802188.00 ,1144496.00 ,802188.00 ,1144996.00 ,802688.00 ,1144996.00 ,802688.00 ,1144496.00 
944,4,N,10.33927,E,24.14088,35,P,186861.00 ,1144327.00 ,187111.00 ,1144577.00 ,187111.00 ,1145077.00 ,187611.00 ,1145077.00 ,187611.00 ,1144577.00 
945,4,N,10.33917,E,24.52483,35,P,228940.00 ,1143964.00 ,229190.00 ,1144214.00 ,229190.00 ,1144714.00 ,229690.00 ,1144714.00 ,229690.00 ,1144214.00 
946,4,N,10.33913,E,24.90879,35,P,271006.00 ,1143659.00 ,271256.00 ,1143909.00 ,271256.00 ,1144409.00 ,271756.00 ,1144409.00 ,271756.00 ,1143909.00 
965,4,N,9.99565,E2,3.75672,34,P,802239.00 ,1106194.00 ,802489.00 ,1106444.00 ,802489.00 ,1106944.00 ,802989.00 ,1106944.00 ,802989.00 ,1106444.00 
966,4,N,9.9955,E2,4.14074,35,P,186511.00 ,1106273.00 ,186761.00 ,1106523.00 ,186761.00 ,1107023.00 ,187261.00 ,1107023.00 ,187261.00 ,1106523.00 
967,4,N,9.9954,E2,4.52476,35,P,228641.00 ,1105922.00 ,228891.00 ,1106172.00 ,228891.00 ,1106672.00 ,229391.00 ,1106672.00 ,229391.00 ,1106172.00 
968,4,N,9.99536,E2,4.90877,35,P,270759.00 ,1105626.00 ,271009.00 ,1105876.00 ,271009.00 ,1106376.00 ,271509.00 ,1106376.00 ,271509.00 ,1105876.00 
982,4,N,9.65228,E2,3.75652,34,P,802529.00 ,1068189.00 ,802779.00 ,1068439.00 ,802779.00 ,1068939.00 ,803279.00 ,1068939.00 ,803279.00 ,1068439.00 
983,4,N,9.65213,E2,4.1406,35,P,186171.00 ,1068265.00 ,186421.00 ,1068515.00 ,186421.00 ,1069015.00 ,186921.00 ,1069015.00 ,186921.00 ,1068515.00 
984,4,N,9.65203,E2,4.52468,35,P,228352.00 ,1067925.00 ,228602.00 ,1068175.00 ,228602.00 ,1068675.00 ,229102.00 ,1068675.00 ,229102.00 ,1068175.00 
993,4,N,9.30932,E2,3.75632,34,P,802808.00 ,1030228.00 ,803058.00 ,1030478.00 ,803058.00 ,1030978.00 ,803558.00 ,1030978.00 ,803558.00 ,1030478.00 
994,4,N,9.30916,E2,4.14046,35,P,185843.00 ,1030302.00 ,186093.00 ,1030552.00 ,186093.00 ,1031052.00 ,186593.00 ,1031052.00 ,186593.00 ,1030552.00 
995,4,N,9.30907,E2,4.5246,35,P,228073.00 ,1029972.00 ,228323.00 ,1030222.00 ,228323.00 ,1030722.00 ,228823.00 ,1030722.00 ,228823.00 ,1030222.00 
996,4,N,8.96673,E2,3.75611,34,P,803075.00 ,992311.00 ,803325.00 ,992561.00 ,803325.00 ,993061.00 ,803825.00 ,993061.00 ,803825.00 ,992561.00 
997,4,N,8.96658,E2,4.14032,35,P,185527.00 ,992381.00 ,185777.00 ,992631.00 ,185777.00 ,993131.00 ,186277.00 ,993131.00 ,186277.00 ,992631.00 
998,4,N,8.96648,E2,4.52452,35,P,227804.00 ,992063.00 ,228054.00 ,992313.00 ,228054.00 ,992813.00 ,228554.00 ,992813.00 ,228554.00 ,992313.00 
484,4,N,13.28033,E,23.18352,34,P,736567.00 ,1469173.00 ,736817.00 ,1469423.00 ,736817.00 ,1469923.00 ,737317.00 ,1469923.00 ,737317.00 ,1469423.00 
485,4,N,13.28009,E,23.56694,34,P,778131.00 ,1469543.00 ,778381.00 ,1469793.00 ,778381.00 ,1470293.00 ,778881.00 ,1470293.00 ,778881.00 ,1469793.00 
486,4,N,13.27991,E,23.95036,34,P,819706.00 ,1469982.00 ,819956.00 ,1470232.00 ,819956.00 ,1470732.00 ,820456.00 ,1470732.00 ,820456.00 ,1470232.00 
487,4,N,13.27978,E,24.33378,35,P,211105.00 ,1469621.00 ,211355.00 ,1469871.00 ,211355.00 ,1470371.00 ,211855.00 ,1470371.00 ,211855.00 ,1469871.00 
499,4,N,12.93252,E,23.18322,34,P,736868.00 ,1430684.00 ,737118.00 ,1430934.00 ,737118.00 ,1431434.00 ,737618.00 ,1431434.00 ,737618.00 ,1430934.00 
500,4,N,12.93228,E,23.56671,34,P,778497.00 ,1431044.00 ,778747.00 ,1431294.00 ,778747.00 ,1431794.00 ,779247.00 ,1431794.00 ,779247.00 ,1431294.00 
501,4,N,12.9321,E,23.95019,34,P,820138.00 ,1431472.00 ,820388.00 ,1431722.00 ,820388.00 ,1432222.00 ,820888.00 ,1432222.00 ,820888.00 ,1431722.00 
511,4,N,12.58553,E,22.79938,34,P,695476.00 ,1391971.00 ,695726.00 ,1392221.00 ,695726.00 ,1392721.00 ,696226.00 ,1392721.00 ,696226.00 ,1392221.00 
512,4,N,12.58523,E,23.18293,34,P,737159.00 ,1392254.00 ,737409.00 ,1392504.00 ,737409.00 ,1393004.00 ,737909.00 ,1393004.00 ,737909.00 ,1392504.00 
513,4,N,12.58499,E,23.56647,34,P,778852.00 ,1392604.00 ,779102.00 ,1392854.00 ,779102.00 ,1393354.00 ,779602.00 ,1393354.00 ,779602.00 ,1392854.00 
530,4,N,12.23876,E,22.79902,34,P,695695.00 ,1353607.00 ,695945.00 ,1353857.00 ,695945.00 ,1354357.00 ,696445.00 ,1354357.00 ,696445.00 ,1353857.00 
531,4,N,12.23846,E,23.18263,34,P,737441.00 ,1353881.00 ,737691.00 ,1354131.00 ,737691.00 ,1354631.00 ,738191.00 ,1354631.00 ,738191.00 ,1354131.00 
532,4,N,12.23822,E,23.56624,34,P,779196.00 ,1354222.00 ,779446.00 ,1354472.00 ,779446.00 ,1354972.00 ,779946.00 ,1354972.00 ,779946.00 ,1354472.00 
551,4,N,11.89248,E,22.79866,34,P,695908.00 ,1315299.00 ,696158.00 ,1315549.00 ,696158.00 ,1316049.00 ,696658.00 ,1316049.00 ,696658.00 ,1315549.00 
552,4,N,11.89219,E,23.18233,34,P,737714.00 ,1315565.00 ,737964.00 ,1315815.00 ,737964.00 ,1316315.00 ,738464.00 ,1316315.00 ,738464.00 ,1315815.00 
553,4,N,11.89195,E,23.56601,34,P,779530.00 ,1315896.00 ,779780.00 ,1316146.00 ,779780.00 ,1316646.00 ,780280.00 ,1316646.00 ,780280.00 ,1316146.00 
573,4,N,11.54669,E,22.7983,34,P,696113.00 ,1277045.00 ,696363.00 ,1277295.00 ,696363.00 ,1277795.00 ,696863.00 ,1277795.00 ,696863.00 ,1277295.00 
574,4,N,11.5464,E,23.18204,34,P,737978.00 ,1277304.00 ,738228.00 ,1277554.00 ,738228.00 ,1278054.00 ,738728.00 ,1278054.00 ,738728.00 ,1277554.00 
575,4,N,11.54616,E,23.56577,34,P,779853.00 ,1277625.00 ,780103.00 ,1277875.00 ,780103.00 ,1278375.00 ,780603.00 ,1278375.00 ,780603.00 ,1277875.00 
600,4,N,11.20108,E,23.18174,34,P,738232.00 ,1239095.00 ,738482.00 ,1239345.00 ,738482.00 ,1239845.00 ,738982.00 ,1239845.00 ,738982.00 ,1239345.00 
750,4,N,13.45432,E,23.37536,34,P,757177.00 ,1488619.00 ,757427.00 ,1488869.00 ,757427.00 ,1489369.00 ,757927.00 ,1489369.00 ,757927.00 ,1488869.00 
763,4,N,13.1065,E,22.99165,34,P,715924.00 ,1449765.00 ,716174.00 ,1450015.00 ,716174.00 ,1450515.00 ,716674.00 ,1450515.00 ,716674.00 ,1450015.00 
764,4,N,13.10623,E,23.3751,34,P,757516.00 ,1450094.00 ,757766.00 ,1450344.00 ,757766.00 ,1450844.00 ,758266.00 ,1450844.00 ,758266.00 ,1450344.00 
765,4,N,13.10602,E,23.75855,34,P,799118.00 ,1450494.00 ,799368.00 ,1450744.00 ,799368.00 ,1451244.00 ,799868.00 ,1451244.00 ,799868.00 ,1450744.00 
766,4,N,13.10587,E,24.142,35,P,190091.00 ,1450597.00 ,190341.00 ,1450847.00 ,190341.00 ,1451347.00 ,190841.00 ,1451347.00 ,190841.00 ,1450847.00 
777,4,N,12.75895,E,22.99132,34,P,716187.00 ,1411309.00 ,716437.00 ,1411559.00 ,716437.00 ,1412059.00 ,716937.00 ,1412059.00 ,716937.00 ,1411559.00 
778,4,N,12.75868,E,23.37483,34,P,757844.00 ,1411630.00 ,758094.00 ,1411880.00 ,758094.00 ,1412380.00 ,758594.00 ,1412380.00 ,758594.00 ,1411880.00 
779,4,N,12.75847,E,23.75835,34,P,799511.00 ,1412019.00 ,799761.00 ,1412269.00 ,799761.00 ,1412769.00 ,800261.00 ,1412769.00 ,800261.00 ,1412269.00 
792,4,N,12.41192,E,22.99099,34,P,716443.00 ,1372913.00 ,716693.00 ,1373163.00 ,716693.00 ,1373663.00 ,717193.00 ,1373663.00 ,717193.00 ,1373163.00 
793,4,N,12.41166,E,23.37457,34,P,758162.00 ,1373225.00 ,758412.00 ,1373475.00 ,758412.00 ,1373975.00 ,758912.00 ,1373975.00 ,758912.00 ,1373475.00 
794,4,N,12.41144,E,23.75815,34,P,799892.00 ,1373603.00 ,800142.00 ,1373853.00 ,800142.00 ,1374353.00 ,800642.00 ,1374353.00 ,800642.00 ,1373853.00 
811,4,N,12.06573,E,22.60702,34,P,674918.00 ,1334335.00 ,675168.00 ,1334585.00 ,675168.00 ,1335085.00 ,675668.00 ,1335085.00 ,675668.00 ,1334585.00 
812,4,N,12.0654,E,22.99066,34,P,716689.00 ,1334573.00 ,716939.00 ,1334823.00 ,716939.00 ,1335323.00 ,717439.00 ,1335323.00 ,717439.00 ,1334823.00 
813,4,N,12.06514,E,23.3743,34,P,758470.00 ,1334876.00 ,758720.00 ,1335126.00 ,758720.00 ,1335626.00 ,759220.00 ,1335626.00 ,759220.00 ,1335126.00 
834,4,N,11.7197,E,22.60663,34,P,675096.00 ,1296057.00 ,675346.00 ,1296307.00 ,675346.00 ,1296807.00 ,675846.00 ,1296807.00 ,675846.00 ,1296307.00 
835,4,N,11.71937,E,22.99034,34,P,716928.00 ,1296288.00 ,717178.00 ,1296538.00 ,717178.00 ,1297038.00 ,717678.00 ,1297038.00 ,717678.00 ,1296538.00 
836,4,N,11.71911,E,23.37404,34,P,758768.00 ,1296583.00 ,759018.00 ,1296833.00 ,759018.00 ,1297333.00 ,759518.00 ,1297333.00 ,759518.00 ,1296833.00 
857,4,N,11.37382,E,22.99001,34,P,717158.00 ,1258058.00 ,717408.00 ,1258308.00 ,717408.00 ,1258808.00 ,717908.00 ,1258808.00 ,717908.00 ,1258308.00 
858,4,N,11.37356,E,23.37377,34,P,759057.00 ,1258343.00 ,759307.00 ,1258593.00 ,759307.00 ,1259093.00 ,759807.00 ,1259093.00 ,759807.00 ,1258593.00 
315,3,N,14.52037,E,34.87215,36,P,701744.00 ,1606105.00 ,701994.00 ,1606355.00 ,701994.00 ,1606855.00 ,702494.00 ,1606855.00 ,702494.00 ,1606355.00 
456,4,N,14.34613,E,35.06457,36,P,722659.00 ,1587002.00 ,722909.00 ,1587252.00 ,722909.00 ,1587752.00 ,723409.00 ,1587752.00 ,723409.00 ,1587252.00 
457,4,N,14.34766,E,35.4478,36,P,764008.00 ,1587575.00 ,764258.00 ,1587825.00 ,764258.00 ,1588325.00 ,764758.00 ,1588325.00 ,764758.00 ,1587825.00 
458,4,N,14.34925,E,35.83102,36,P,805367.00 ,1588223.00 ,805617.00 ,1588473.00 ,805617.00 ,1588973.00 ,806117.00 ,1588973.00 ,806117.00 ,1588473.00 
462,4,N,13.99374,E,34.29963,36,P,640363.00 ,1547419.00 ,640613.00 ,1547669.00 ,640613.00 ,1548169.00 ,641113.00 ,1548169.00 ,641113.00 ,1547669.00 
463,4,N,13.99515,E,34.68292,36,P,681767.00 ,1547835.00 ,682017.00 ,1548085.00 ,682017.00 ,1548585.00 ,682517.00 ,1548585.00 ,682517.00 ,1548085.00 
464,4,N,13.99662,E,35.06621,36,P,723178.00 ,1548326.00 ,723428.00 ,1548576.00 ,723428.00 ,1549076.00 ,723928.00 ,1549076.00 ,723928.00 ,1548576.00 
465,4,N,13.99814,E,35.4495,36,P,764597.00 ,1548889.00 ,764847.00 ,1549139.00 ,764847.00 ,1549639.00 ,765347.00 ,1549639.00 ,765347.00 ,1549139.00 
466,4,N,13.99972,E,35.83279,36,P,806026.00 ,1549527.00 ,806276.00 ,1549777.00 ,806276.00 ,1550277.00 ,806776.00 ,1550277.00 ,806776.00 ,1549777.00 
467,4,N,14.00136,E,36.21607,37,P,199258.00 ,1549646.00 ,199508.00 ,1549896.00 ,199508.00 ,1550396.00 ,200008.00 ,1550396.00 ,200008.00 ,1549896.00 
476,4,N,13.6448,E,34.30115,36,P,640736.00 ,1508820.00 ,640986.00 ,1509070.00 ,640986.00 ,1509570.00 ,641486.00 ,1509570.00 ,641486.00 ,1509070.00 
477,4,N,13.64621,E,34.6845,36,P,682209.00 ,1509231.00 ,682459.00 ,1509481.00 ,682459.00 ,1509981.00 ,682959.00 ,1509981.00 ,682959.00 ,1509481.00 
478,4,N,13.64767,E,35.06785,36,P,723689.00 ,1509714.00 ,723939.00 ,1509964.00 ,723939.00 ,1510464.00 ,724439.00 ,1510464.00 ,724439.00 ,1509964.00 
479,4,N,13.64919,E,35.4512,36,P,765177.00 ,1510269.00 ,765427.00 ,1510519.00 ,765427.00 ,1511019.00 ,765927.00 ,1511019.00 ,765927.00 ,1510519.00 
480,4,N,13.65077,E,35.83456,36,P,806674.00 ,1510896.00 ,806924.00 ,1511146.00 ,806924.00 ,1511646.00 ,807424.00 ,1511646.00 ,807424.00 ,1511146.00 
481,4,N,13.65241,E,36.2179,37,P,199007.00 ,1511011.00 ,199257.00 ,1511261.00 ,199257.00 ,1511761.00 ,199757.00 ,1511761.00 ,199757.00 ,1511261.00 
491,4,N,13.29782,E,34.68608,36,P,682644.00 ,1470689.00 ,682894.00 ,1470939.00 ,682894.00 ,1471439.00 ,683394.00 ,1471439.00 ,683394.00 ,1470939.00 
492,4,N,13.29929,E,35.0695,36,P,724191.00 ,1471165.00 ,724441.00 ,1471415.00 ,724441.00 ,1471915.00 ,724941.00 ,1471915.00 ,724941.00 ,1471415.00 
493,4,N,13.30081,E,35.45291,36,P,765746.00 ,1471710.00 ,765996.00 ,1471960.00 ,765996.00 ,1472460.00 ,766496.00 ,1472460.00 ,766496.00 ,1471960.00 
494,4,N,13.30238,E,35.83632,36,P,807311.00 ,1472327.00 ,807561.00 ,1472577.00 ,807561.00 ,1473077.00 ,808061.00 ,1473077.00 ,808061.00 ,1472577.00 
495,4,N,13.30402,E,36.21974,37,P,198769.00 ,1472439.00 ,199019.00 ,1472689.00 ,199019.00 ,1473189.00 ,199519.00 ,1473189.00 ,199519.00 ,1472689.00 
508,4,N,12.95144,E,35.07114,36,P,724685.00 ,1432677.00 ,724935.00 ,1432927.00 ,724935.00 ,1433427.00 ,725435.00 ,1433427.00 ,725435.00 ,1432927.00 
509,4,N,12.95296,E,35.45462,36,P,766306.00 ,1433213.00 ,766556.00 ,1433463.00 ,766556.00 ,1433963.00 ,767056.00 ,1433963.00 ,767056.00 ,1433463.00 
510,4,N,12.95454,E,35.83809,36,P,807936.00 ,1433819.00 ,808186.00 ,1434069.00 ,808186.00 ,1434569.00 ,808686.00 ,1434569.00 ,808686.00 ,1434069.00 
726,4,N,14.52343,E,35.63854,36,P,784370.00 ,1607259.00 ,784620.00 ,1607509.00 ,784620.00 ,1608009.00 ,785120.00 ,1608009.00 ,785120.00 ,1607509.00 
729,4,N,14.16912,E,34.4905,36,P,660858.00 ,1566943.00 ,661108.00 ,1567193.00 ,661108.00 ,1567693.00 ,661608.00 ,1567693.00 ,661608.00 ,1567193.00 
730,4,N,14.17056,E,34.87376,36,P,702231.00 ,1567399.00 ,702481.00 ,1567649.00 ,702481.00 ,1568149.00 ,702981.00 ,1568149.00 ,702981.00 ,1567649.00 
731,4,N,14.17206,E,35.25702,36,P,743611.00 ,1567930.00 ,743861.00 ,1568180.00 ,743861.00 ,1568680.00 ,744361.00 ,1568680.00 ,744361.00 ,1568180.00 
732,4,N,14.17361,E,35.64028,36,P,785000.00 ,1568536.00 ,785250.00 ,1568786.00 ,785250.00 ,1569286.00 ,785750.00 ,1569286.00 ,785750.00 ,1568786.00 
733,4,N,14.17522,E,36.02353,37,P,178686.00 ,1569151.00 ,178936.00 ,1569401.00 ,178936.00 ,1569901.00 ,179436.00 ,1569901.00 ,179436.00 ,1569401.00 
734,4,N,14.17689,E,36.40679,37,P,220088.00 ,1568842.00 ,220338.00 ,1569092.00 ,220338.00 ,1569592.00 ,220838.00 ,1569592.00 ,220838.00 ,1569092.00 
741,4,N,13.81989,E,34.49205,36,P,661269.00 ,1528309.00 ,661519.00 ,1528559.00 ,661519.00 ,1529059.00 ,662019.00 ,1529059.00 ,662019.00 ,1528559.00 
742,4,N,13.82133,E,34.87537,36,P,702711.00 ,1528759.00 ,702961.00 ,1529009.00 ,702961.00 ,1529509.00 ,703461.00 ,1529509.00 ,703461.00 ,1529009.00 
743,4,N,13.82283,E,35.25869,36,P,744160.00 ,1529282.00 ,744410.00 ,1529532.00 ,744410.00 ,1530032.00 ,744910.00 ,1530032.00 ,744910.00 ,1529532.00 
744,4,N,13.82438,E,35.64201,36,P,785619.00 ,1529878.00 ,785869.00 ,1530128.00 ,785869.00 ,1530628.00 ,786369.00 ,1530628.00 ,786369.00 ,1530128.00 
745,4,N,13.82599,E,36.02533,37,P,178394.00 ,1530478.00 ,178644.00 ,1530728.00 ,178644.00 ,1531228.00 ,179144.00 ,1531228.00 ,179144.00 ,1530728.00 
746,4,N,13.82765,E,36.40865,37,P,219865.00 ,1530181.00 ,220115.00 ,1530431.00 ,220115.00 ,1530931.00 ,220615.00 ,1530931.00 ,220615.00 ,1530431.00 
756,4,N,13.47123,E,34.4936,36,P,661674.00 ,1489740.00 ,661924.00 ,1489990.00 ,661924.00 ,1490490.00 ,662424.00 ,1490490.00 ,662424.00 ,1489990.00 
757,4,N,13.47267,E,34.87698,36,P,703183.00 ,1490183.00 ,703433.00 ,1490433.00 ,703433.00 ,1490933.00 ,703933.00 ,1490933.00 ,703933.00 ,1490433.00 
758,4,N,13.47416,E,35.26037,36,P,744701.00 ,1490698.00 ,744951.00 ,1490948.00 ,744951.00 ,1491448.00 ,745451.00 ,1491448.00 ,745451.00 ,1490948.00 
759,4,N,13.47571,E,35.64375,36,P,786227.00 ,1491284.00 ,786477.00 ,1491534.00 ,786477.00 ,1492034.00 ,786977.00 ,1492034.00 ,786977.00 ,1491534.00 
760,4,N,13.47732,E,36.02713,37,P,178115.00 ,1491869.00 ,178365.00 ,1492119.00 ,178365.00 ,1492619.00 ,178865.00 ,1492619.00 ,178865.00 ,1492119.00 
771,4,N,13.12456,E,34.8786,36,P,703648.00 ,1451669.00 ,703898.00 ,1451919.00 ,703898.00 ,1452419.00 ,704398.00 ,1452419.00 ,704398.00 ,1451919.00 
772,4,N,13.12605,E,35.26204,36,P,745232.00 ,1452175.00 ,745482.00 ,1452425.00 ,745482.00 ,1452925.00 ,745982.00 ,1452925.00 ,745982.00 ,1452425.00 
773,4,N,13.1276,E,35.64549,36,P,786825.00 ,1452751.00 ,787075.00 ,1453001.00 ,787075.00 ,1453501.00 ,787575.00 ,1453501.00 ,787575.00 ,1453001.00 
774,4,N,13.1292,E,36.02893,37,P,177850.00 ,1453322.00 ,178100.00 ,1453572.00 ,178100.00 ,1454072.00 ,178600.00 ,1454072.00 ,178600.00 ,1453572.00 
789,4,N,12.78002,E,35.64722,36,P,787412.00 ,1414279.00 ,787662.00 ,1414529.00 ,787662.00 ,1415029.00 ,788162.00 ,1415029.00 ,788162.00 ,1414529.00 
790,4,N,12.78162,E,36.03073,37,P,177598.00 ,1414836.00 ,177848.00 ,1415086.00 ,177848.00 ,1415586.00 ,178348.00 ,1415586.00 ,178348.00 ,1415086.00 
1020,5,N,13.81851,E,34.10873,36,P,619833.00 ,1527932.00 ,620083.00 ,1528182.00 ,620083.00 ,1528682.00 ,620583.00 ,1528682.00 ,620583.00 ,1528182.00 
1024,5,N,12.77848,E,35.26372,36,P,745754.00 ,1413713.00 ,746004.00 ,1413963.00 ,746004.00 ,1414463.00 ,746504.00 ,1414463.00 ,746504.00 ,1413963.00 
147,2,N,16.28021,E,35.24699,36,Q,740123.00 ,1801252.00 ,740373.00 ,1801502.00 ,740373.00 ,1802002.00 ,740873.00 ,1802002.00 ,740873.00 ,1801502.00 
234,3,N,15.93213,E,36.39749,37,P,221378.00 ,1763165.00 ,221628.00 ,1763415.00 ,221628.00 ,1763915.00 ,222128.00 ,1763915.00 ,222128.00 ,1763415.00 
235,3,N,15.93386,E,36.78043,37,P,262396.00 ,1762884.00 ,262646.00 ,1763134.00 ,262646.00 ,1763634.00 ,263146.00 ,1763634.00 ,263146.00 ,1763134.00 
286,3,N,14.87713,E,36.40307,37,P,220568.00 ,1646363.00 ,220818.00 ,1646613.00 ,220818.00 ,1647113.00 ,221318.00 ,1647113.00 ,221318.00 ,1646613.00 
455,4,N,14.701,E,36.21242,37,P,199798.00 ,1627110.00 ,200048.00 ,1627360.00 ,200048.00 ,1627860.00 ,200548.00 ,1627860.00 ,200548.00 ,1627360.00 
459,4,N,14.35089,E,36.21425,37,P,199522.00 ,1588345.00 ,199772.00 ,1588595.00 ,199772.00 ,1589095.00 ,200272.00 ,1589095.00 ,200272.00 ,1588595.00 
727,4,N,14.52504,E,36.02173,37,P,178991.00 ,1607888.00 ,179241.00 ,1608138.00 ,179241.00 ,1608638.00 ,179741.00 ,1608638.00 ,179741.00 ,1608138.00 
