"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent.1.","causative_agent_qualifier.1.","causative_agent.2.","causative_agent_qualifier.2.","causative_agent.3.","causative_agent_qualifier.3.","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name","x_head","y_head","x_utm","y_utm","srs"
928,3,1,"FSD",3,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,80,NA,7,NA,0,NA,13,NA,11,NA,1,NA,NA,4,NA,1.1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565938.263754954,1181833.77152385,"EPSG:32635"
928,3,1,"FSD",4,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,83,NA,5,NA,0,NA,19,NA,12,NA,1.3,NA,NA,7,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565936.263754954,1181830.77152385,"EPSG:32635"
928,3,1,"FSD",6,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,84,NA,0,NA,7,NA,34,NA,33,NA,0.5,NA,NA,8,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565924.263754954,1181829.77152385,"EPSG:32635"
928,3,1,"FSD",7,"tree","TER/BRO","Terminalia brownii",NA,NA,NA,NA,90,NA,0,NA,3,NA,40,NA,41,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565928.263754954,1181823.77152385,"EPSG:32635"
928,3,1,"FSD",8,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,91,NA,2,NA,0,NA,18,NA,15,NA,1.3,NA,NA,6,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565933.263754954,1181822.77152385,"EPSG:32635"
928,3,1,"FSD",9,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,92,NA,4,NA,0,NA,14,NA,12,NA,1.3,NA,NA,6,NA,1.5,NA,1,5,4,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565935.263754954,1181821.77152385,"EPSG:32635"
928,3,1,"FSD",10,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,96,NA,0,NA,5,NA,19,NA,18,NA,1.3,NA,NA,6,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565926.263754954,1181817.77152385,"EPSG:32635"
928,3,1,"FSD",11,"tree","SCL/BIR","Sclerocarya birrea",NA,NA,NA,NA,99,NA,3,NA,0,NA,31,NA,28,NA,1.3,NA,NA,10,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565934.263754954,1181814.77152385,"EPSG:32635"
928,3,1,"FSD",12,"tree","","",NA,NA,NA,NA,101,NA,6,NA,0,NA,20,NA,18,NA,0.5,NA,NA,4,NA,0.9,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565937.263754954,1181812.77152385,"EPSG:32635"
928,3,1,"FSD",13,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,100,NA,0.5,NA,0,NA,12,NA,12,NA,NA,NA,NA,7,NA,2,NA,1,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565931.763754954,1181813.77152385,"EPSG:32635"
928,3,1,"FSD",14,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,112,NA,6,NA,0,NA,17,NA,16,NA,1,NA,NA,5,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565937.263754954,1181801.77152385,"EPSG:32635"
928,3,1,"FSD",15,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,120,NA,2,NA,0,NA,17,NA,16,NA,1,NA,NA,6,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565933.263754954,1181793.77152385,"EPSG:32635"
928,3,1,"FSD",16,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,122,NA,0.5,NA,0,NA,14,NA,14,NA,0.5,NA,NA,5,NA,0.9,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565931.763754954,1181791.77152385,"EPSG:32635"
928,3,1,"FSD",17,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,133,NA,0,NA,1,NA,13,NA,12,NA,0.6,NA,NA,4,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565930.263754954,1181780.77152385,"EPSG:32635"
928,3,1,"FSD",18,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,137,NA,5,NA,0,NA,16,NA,16,NA,0.3,NA,NA,4,NA,0.4,NA,1,5,4,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565936.263754954,1181776.77152385,"EPSG:32635"
928,3,1,"FSD",19,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,138,NA,0,NA,1,NA,14,NA,14,NA,0.5,NA,NA,4,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565930.263754954,1181775.77152385,"EPSG:32635"
928,3,1,"FSD",20,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,140,NA,0,NA,4,NA,16,NA,16,NA,1,NA,NA,5,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565927.263754954,1181773.77152385,"EPSG:32635"
928,3,1,"FSD",21,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,142,NA,0,NA,1,NA,11,NA,11,NA,1.3,NA,NA,5,NA,1.5,NA,1,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565930.263754954,1181771.77152385,"EPSG:32635"
928,3,1,"FSD",22,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,142,NA,2,NA,0,NA,12,NA,12,NA,0.7,NA,NA,5,NA,0.8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565933.263754954,1181771.77152385,"EPSG:32635"
928,3,1,"FSD",23,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,147,NA,4,NA,0,NA,13,NA,13,NA,1.3,NA,NA,6,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565935.263754954,1181766.77152385,"EPSG:32635"
928,3,1,"FSD",24,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,226,NA,0,NA,3,NA,12,NA,12,NA,0.5,NA,NA,5,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565931.263754954,1181913.77152385,565928.263754954,1181687.77152385,"EPSG:32635"
928,4,1,"FSD",1,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,12,NA,8,NA,0,NA,32,NA,32,NA,0.7,NA,NA,7,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565935.990228857,1181422.68249599,565923.990228857,1181414.68249599,"EPSG:32635"
928,4,1,"FSD",2,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,31,NA,0,NA,3,NA,42,NA,41,NA,0.5,NA,NA,8,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565935.990228857,1181422.68249599,565904.990228857,1181425.68249599,"EPSG:32635"
928,4,1,"FSD",3,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,81,NA,0,NA,4,NA,17,NA,16,NA,1.3,NA,NA,616,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565935.990228857,1181422.68249599,565854.990228857,1181426.68249599,"EPSG:32635"
928,4,1,"FSD",4,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,118,NA,0,NA,3,NA,26,NA,26,NA,1.3,NA,NA,8,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565935.990228857,1181422.68249599,565817.990228857,1181425.68249599,"EPSG:32635"
689,1,1,"FSD",1,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,16,NA,6,NA,0,NA,17,NA,16,NA,1.2,NA,NA,7,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628704.154650832,1124612.40664435,"EPSG:32635"
689,1,1,"FSD",2,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,16,NA,6,NA,0,NA,17,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628704.154650832,1124612.40664435,"EPSG:32635"
689,1,1,"FSD",3,"tree","MIT/INE","Mitragyna inermis",NA,NA,NA,NA,16,NA,6,NA,0,NA,34,NA,33,NA,0.6,NA,NA,8,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628704.154650832,1124612.40664435,"EPSG:32635"
689,1,1,"FSD",4,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,21,NA,0,NA,8,NA,48,NA,48,NA,1.3,NA,NA,6,NA,1.5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628718.154650832,1124617.40664435,"EPSG:32635"
689,1,1,"FSD",5,"tree","","",NA,NA,NA,NA,42,NA,5,NA,0,NA,21,NA,21,NA,1,NA,NA,8,NA,1.1,NA,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628705.154650832,1124638.40664435,"EPSG:32635"
689,1,1,"FSD",6,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,52,NA,8,NA,0,NA,54,NA,49,NA,1.3,NA,NA,12,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628702.154650832,1124648.40664435,"EPSG:32635"
689,1,1,"FSD",7,"tree","STE/SET","Sterculia setigera",NA,NA,NA,NA,69,NA,0,NA,9,NA,90,NA,75,NA,NA,NA,NA,18,NA,8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628719.154650832,1124665.40664435,"EPSG:32635"
689,1,1,"FSD",8,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,70,NA,0,NA,9,NA,28,NA,22,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628719.154650832,1124666.40664435,"EPSG:32635"
689,1,1,"FSD",9,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,74,NA,0,NA,6,NA,12,NA,12,NA,1.3,NA,NA,6,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628716.154650832,1124670.40664435,"EPSG:32635"
689,1,1,"FSD",10,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,75,NA,0,NA,4,NA,17,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628714.154650832,1124671.40664435,"EPSG:32635"
689,1,NA,"",11,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,75,NA,0,NA,4,NA,18,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628714.154650832,1124671.40664435,"EPSG:32635"
689,1,1,"FSD",12,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,75,NA,5,NA,0,NA,50,NA,48,NA,0.7,NA,NA,11,NA,0.9,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628705.154650832,1124671.40664435,"EPSG:32635"
689,1,NA,"",13,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,78,NA,0,NA,7,NA,27,NA,26,NA,1.3,NA,NA,11,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628717.154650832,1124674.40664435,"EPSG:32635"
689,1,1,"FSD",14,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,84,NA,1,NA,0,NA,34,NA,35,NA,1.1,NA,NA,10,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628709.154650832,1124680.40664435,"EPSG:32635"
689,1,NA,"",15,"tree","","",NA,NA,NA,NA,84,NA,0,NA,9,NA,29,NA,25,NA,1.3,NA,NA,12,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628719.154650832,1124680.40664435,"EPSG:32635"
689,1,1,"FSD",16,"tree","TER/BRO","Terminalia brownii",NA,NA,NA,NA,87,NA,0,NA,7,NA,34,NA,35,NA,1.3,NA,NA,10,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628717.154650832,1124683.40664435,"EPSG:32635"
689,1,1,"FSD",17,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,87,NA,0,NA,6,NA,12,NA,11,NA,1.3,NA,NA,4,NA,3,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628716.154650832,1124683.40664435,"EPSG:32635"
689,1,1,"FSD",18,"tree","","",NA,NA,NA,NA,114,NA,0,NA,0.5,NA,27,NA,27,NA,NA,NA,NA,7,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628710.654650832,1124710.40664435,"EPSG:32635"
689,1,1,"FSD",19,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,118,NA,0,NA,1,NA,49,NA,50,NA,0.8,NA,NA,12,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628711.154650832,1124714.40664435,"EPSG:32635"
689,1,1,"FSD",20,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,118,NA,0,NA,1,NA,28,NA,21,NA,1,NA,NA,10,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628711.154650832,1124714.40664435,"EPSG:32635"
689,1,1,"FSD",21,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,124,NA,2,NA,0,NA,22,NA,21,NA,0.9,NA,NA,9,NA,0.9,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628708.154650832,1124720.40664435,"EPSG:32635"
689,1,1,"FSD",22,"tree","","",NA,NA,NA,NA,135,NA,0,NA,8,NA,37,NA,35,NA,1,NA,NA,10,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628718.154650832,1124731.40664435,"EPSG:32635"
689,1,1,"FSD",23,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,144,NA,2,NA,0,NA,47,NA,45,NA,0.9,NA,NA,12,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628708.154650832,1124740.40664435,"EPSG:32635"
689,1,1,"FSD",24,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,144,NA,2,NA,0,NA,55,NA,55,NA,0.8,NA,NA,12,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628708.154650832,1124740.40664435,"EPSG:32635"
689,1,1,"FSD",25,"tree","","",NA,NA,NA,NA,144,NA,5,NA,0,NA,15,NA,13,NA,1.3,NA,NA,5,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628705.154650832,1124740.40664435,"EPSG:32635"
689,1,1,"FSD",26,"tree","SCL/BIR","Sclerocarya birrea",NA,NA,NA,NA,152,NA,3,NA,0,NA,49,NA,45,NA,45,NA,NA,10,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628707.154650832,1124748.40664435,"EPSG:32635"
689,1,1,"FSD",27,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,156,NA,4,NA,0,NA,30,NA,30,NA,1.3,NA,NA,9,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628706.154650832,1124752.40664435,"EPSG:32635"
689,1,1,"FSD",28,"tree","TER/BRO","Terminalia brownii",NA,NA,NA,NA,177,NA,5,NA,0,NA,15,NA,14,NA,0.7,NA,NA,6,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628705.154650832,1124773.40664435,"EPSG:32635"
689,1,1,"FSD",29,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,178,NA,5,NA,0,NA,20,NA,18,NA,0.7,NA,NA,9,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628705.154650832,1124774.40664435,"EPSG:32635"
689,1,1,"FSD",31,"tree","ACA/GER/GER","Acacia gerrardii var. gerrardii",NA,NA,NA,NA,195,NA,5,NA,0,NA,20,NA,20,NA,0.6,NA,NA,8,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628705.154650832,1124791.40664435,"EPSG:32635"
689,1,1,"FSD",32,"tree","STE/SET","Sterculia setigera",NA,NA,NA,NA,228,NA,0,NA,4,NA,57,NA,58,NA,1.3,NA,NA,10,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628710.154650832,1124596.40664435,628714.154650832,1124824.40664435,"EPSG:32635"
689,2,1,"FSD",1,"tree","SCL/BIR","Sclerocarya birrea",NA,NA,NA,NA,1,NA,1,NA,0,NA,70,NA,70,NA,1.3,NA,NA,18,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628708.561178705,1125092.49509315,"EPSG:32635"
689,2,1,"FSD",2,"tree","STE/SET","Sterculia setigera",NA,NA,NA,NA,5,NA,6,NA,0,NA,47,NA,44,NA,1.7,NA,NA,7,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628712.561178705,1125097.49509315,"EPSG:32635"
689,2,1,"FSD",3,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,7,NA,6,NA,0,NA,38,NA,28,NA,1.3,NA,NA,10,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628714.561178705,1125097.49509315,"EPSG:32635"
689,2,1,"FSD",4,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,8,NA,6,NA,0,NA,57,NA,43,NA,1.3,NA,NA,11,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628715.561178705,1125097.49509315,"EPSG:32635"
689,2,1,"FSD",5,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,50,NA,0,NA,7,NA,45,NA,45,NA,0.4,NA,NA,12,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628757.561178705,1125084.49509315,"EPSG:32635"
689,2,1,"FSD",6,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,52,NA,0.51,NA,0,NA,19,NA,19,NA,0.8,NA,NA,7,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628759.561178705,1125092.00509315,"EPSG:32635"
689,2,1,"FSD",7,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,52,NA,0,NA,3,NA,21,NA,13,NA,1.3,NA,NA,7,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628759.561178705,1125088.49509315,"EPSG:32635"
689,2,1,"FSD",8,"tree","","",NA,NA,NA,NA,52,NA,0,NA,3,NA,16,NA,15,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628759.561178705,1125088.49509315,"EPSG:32635"
689,2,1,"FSD",9,"tree","","",NA,NA,NA,NA,52,NA,0,NA,4,NA,16,NA,15,NA,1.3,NA,NA,9,NA,4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628707.561178705,1125091.49509315,628759.561178705,1125087.49509315,"EPSG:32635"
