"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent.1.","causative_agent_qualifier.1.","causative_agent.2.","causative_agent_qualifier.2.","causative_agent.3.","causative_agent_qualifier.3.","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name","x_head","y_head","x_utm","y_utm","srs"
567,1,NA,"",4,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,122,NA,1,NA,0,NA,15,NA,13,NA,1.2,NA,NA,5,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392087.421636037,1316046.32106795,392086.421636037,1316168.32106795,"EPSG:32636"
567,1,1,"OCA",5,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,123,NA,1,NA,0,NA,17,NA,15,NA,1.2,NA,NA,6,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392087.421636037,1316046.32106795,392086.421636037,1316169.32106795,"EPSG:32636"
567,1,NA,"",6,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,133,NA,2,NA,0,NA,12,NA,10,NA,0.8,NA,NA,4,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392087.421636037,1316046.32106795,392085.421636037,1316179.32106795,"EPSG:32636"
567,1,1,"OCA",7,"tree","ACA/LAE","Acacia laeta",NA,NA,NA,NA,202,NA,0,NA,2,NA,19,NA,17,NA,0.3,NA,NA,6,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392087.421636037,1316046.32106795,392089.421636037,1316248.32106795,"EPSG:32636"
567,1,1,"OCA",8,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,226,NA,6,NA,0,NA,13,NA,10,NA,1.1,NA,NA,5,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392087.421636037,1316046.32106795,392081.421636037,1316272.32106795,"EPSG:32636"
435,2,1,"OCA",1,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,139,NA,0,NA,10,NA,26,NA,11,NA,1.3,NA,NA,6,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648195.268295253,1373385.44770555,648334.268295253,1373375.44770555,"EPSG:32635"
435,2,NA,"",2,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,150,NA,0,NA,9,NA,12,NA,11,NA,1,NA,NA,4.6,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648195.268295253,1373385.44770555,648345.268295253,1373376.44770555,"EPSG:32635"
435,2,1,"OCA",3,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,155,NA,0,NA,6,NA,13,NA,12,NA,0.9,NA,NA,4.5,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648195.268295253,1373385.44770555,648350.268295253,1373379.44770555,"EPSG:32635"
435,2,1,"OCA",4,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,160,NA,2,NA,0,NA,13,NA,12,NA,NA,NA,NA,6,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648195.268295253,1373385.44770555,648355.268295253,1373387.44770555,"EPSG:32635"
435,2,1,"OCA",5,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,170,NA,0,NA,9,NA,25,NA,11,NA,1.3,NA,NA,6.5,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648195.268295253,1373385.44770555,648365.268295253,1373376.44770555,"EPSG:32635"
435,3,1,"OCA",1,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,22,NA,0,NA,6,NA,13,NA,11,NA,0.4,NA,NA,4,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648694.41445407,1373387.29021349,648688.41445407,1373365.29021349,"EPSG:32635"
435,3,1,"OCA",2,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,60,NA,6,NA,0,NA,15,NA,12,NA,1.3,NA,NA,4.6,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648694.41445407,1373387.29021349,648700.41445407,1373327.29021349,"EPSG:32635"
435,3,1,"OCA",3,"tree","ACA/SEN","Acacia senegal",NA,NA,NA,NA,220,NA,9,NA,0,NA,12,NA,10,NA,0.5,NA,NA,5.5,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648694.41445407,1373387.29021349,648703.41445407,1373167.29021349,"EPSG:32635"
518,1,1,"FSD",1,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,43,NA,1,NA,0,NA,18,NA,20,NA,0.7,NA,NA,3,NA,0.8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752263.622502096,1392960.38009634,752262.622502096,1393003.38009634,"EPSG:32635"
518,1,1,"FSD",2,"tree","GUI/SEN","Guiera senegalensis",NA,NA,NA,NA,165,NA,2,NA,0,NA,17,NA,12,NA,0.6,NA,NA,4,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752263.622502096,1392960.38009634,752261.622502096,1393125.38009634,"EPSG:32635"
518,4,1,"FSD",1,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,18,NA,1,NA,0,NA,20,NA,20,NA,0.4,NA,NA,3.5,NA,0.3,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752768,1392958,752750,1392957,"EPSG:32635"
558,1,1,"OCA",1,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,12,NA,8,NA,0,NA,19,NA,17,NA,1.3,NA,NA,5,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669474.700347587,1315549.61877437,669466.700347587,1315561.61877437,"EPSG:32635"
558,1,1,"OCA",2,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,95,NA,0,NA,1,NA,28,NA,25,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669474.700347587,1315549.61877437,669475.700347587,1315644.61877437,"EPSG:32635"
558,1,1,"OCA",3,"stump","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,95,NA,7,NA,0,NA,25,NA,16,NA,1.3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669474.700347587,1315549.61877437,669467.700347587,1315644.61877437,"EPSG:32635"
558,2,1,"OCA",1,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,85,NA,1,NA,0,NA,46,NA,30,NA,1.3,NA,NA,7,NA,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669470.363148948,1316050.61898667,669555.363148948,1316051.61898667,"EPSG:32635"
558,2,1,"OCA",2,"tree","MAE/CRA","Maerua crassifolia",NA,NA,NA,NA,128,NA,0,NA,10,NA,33,NA,28,NA,1.3,NA,NA,8,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669470.363148948,1316050.61898667,669598.363148948,1316040.61898667,"EPSG:32635"
558,2,1,"OCA",3,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,180,NA,7,NA,0,NA,25,NA,22,NA,1.3,NA,NA,6,NA,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669470.363148948,1316050.61898667,669650.363148948,1316057.61898667,"EPSG:32635"
558,2,1,"OCA",4,"tree","MAE/CRA","Maerua crassifolia",NA,NA,NA,NA,241,NA,1,NA,0,NA,37,NA,31,NA,1.3,NA,NA,8,NA,4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669470.363148948,1316050.61898667,669711.363148948,1316051.61898667,"EPSG:32635"
558,3,1,"OCA",1,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,20,NA,0,NA,1,NA,23,NA,22,NA,1.3,NA,NA,6,NA,1.5,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669965.463576809,1316056.32821977,669964.463576809,1316036.32821977,"EPSG:32635"
558,3,1,"OCA",2,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,130,NA,0,NA,6,NA,30,NA,28,NA,1.3,NA,NA,6,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669965.463576809,1316056.32821977,669959.463576809,1315926.32821977,"EPSG:32635"
558,3,1,"OCA",3,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,155,NA,0,NA,2,NA,25,NA,24,NA,1.3,NA,NA,5,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669965.463576809,1316056.32821977,669963.463576809,1315901.32821977,"EPSG:32635"
558,3,1,"OCA",4,"tree","MAE/CRA","Maerua crassifolia",NA,NA,NA,NA,200,NA,0,NA,10,NA,41,NA,40,NA,1.3,NA,NA,6,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669965.463576809,1316056.32821977,669955.463576809,1315856.32821977,"EPSG:32635"
558,3,1,"OCA",5,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,221,NA,0,NA,1,NA,29,NA,29,NA,1.3,NA,NA,6,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669965.463576809,1316056.32821977,669964.463576809,1315835.32821977,"EPSG:32635"
614,1,1,"FD",1,"tree","PRO/AFR","Prosopis africana",NA,NA,NA,NA,6,NA,0,NA,1,NA,44,NA,42,NA,1.3,NA,NA,10,NA,2.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670011.121401401,1239111.48776543,"EPSG:32635"
614,1,1,"FD",2,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,20,NA,5,NA,0,NA,29,NA,29,NA,0.3,NA,NA,10,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670005.121401401,1239125.48776543,"EPSG:32635"
614,1,1,"FD",3,"stump","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,20,NA,0,NA,5,NA,19,NA,17,NA,1.3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670015.121401401,1239125.48776543,"EPSG:32635"
614,1,1,"FD",4,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,20,NA,0,NA,7,NA,20,NA,18,NA,1.3,NA,NA,10,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670017.121401401,1239125.48776543,"EPSG:32635"
614,1,1,"FD",5,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,25,NA,4,NA,0,NA,20,NA,18,NA,1.3,NA,NA,10,NA,1.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670006.121401401,1239130.48776543,"EPSG:32635"
614,1,1,"FD",6,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,40,NA,0,NA,5,NA,12,NA,10,NA,1.3,NA,NA,7,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670015.121401401,1239145.48776543,"EPSG:32635"
614,1,1,"FD",7,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,41,NA,0,NA,5,NA,14,NA,12,NA,1.3,NA,NA,8,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670015.121401401,1239146.48776543,"EPSG:32635"
614,1,1,"FD",8,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,41,NA,1,NA,0,NA,12,NA,11,NA,1.3,NA,NA,5,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670009.121401401,1239146.48776543,"EPSG:32635"
614,1,1,"FD",9,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,50,NA,0,NA,2,NA,13,NA,11,NA,1.3,NA,NA,5,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670012.121401401,1239155.48776543,"EPSG:32635"
614,1,1,"FD",10,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,53,NA,6,NA,0,NA,16,NA,16,NA,0.3,NA,NA,6,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670004.121401401,1239158.48776543,"EPSG:32635"
614,1,1,"FD",11,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,53,NA,7,NA,0,NA,32,NA,32,NA,1,NA,NA,6,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670003.121401401,1239158.48776543,"EPSG:32635"
614,1,1,"FD",12,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,55,NA,5,NA,0,NA,15,NA,15,NA,0.6,NA,NA,7,NA,0.7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670005.121401401,1239160.48776543,"EPSG:32635"
614,1,1,"FD",13,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,57,NA,0,NA,10,NA,14,NA,13,NA,1.3,NA,NA,8,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670020.121401401,1239162.48776543,"EPSG:32635"
614,1,1,"FD",14,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,76,NA,0,NA,3,NA,11,NA,11,NA,0.3,NA,NA,5,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670013.121401401,1239181.48776543,"EPSG:32635"
614,1,1,"FD",15,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,96,NA,0,NA,10,NA,12,NA,12,NA,1,NA,NA,4,NA,1.1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670020.121401401,1239201.48776543,"EPSG:32635"
614,1,1,"FD",16,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,100,NA,0,NA,8,NA,15,NA,13,NA,1.3,NA,NA,7,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670018.121401401,1239205.48776543,"EPSG:32635"
614,1,1,"FD",17,"tree","MAE/CRA","Maerua crassifolia",NA,NA,NA,NA,110,NA,0,NA,10,NA,35,NA,32,NA,1.3,NA,NA,10,NA,1.6,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670020.121401401,1239215.48776543,"EPSG:32635"
614,1,1,"FD",18,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,116,NA,4,NA,0,NA,20,NA,20,NA,0.3,NA,NA,6,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670006.121401401,1239221.48776543,"EPSG:32635"
614,1,1,"FD",19,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,122,NA,2,NA,0,NA,15,NA,14,NA,1.3,NA,NA,11,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670008.121401401,1239227.48776543,"EPSG:32635"
614,1,1,"FD",20,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,135,NA,0,NA,2,NA,11,NA,11,NA,1,NA,NA,5,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670012.121401401,1239240.48776543,"EPSG:32635"
614,1,1,"FD",21,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,137,NA,0,NA,1,NA,20,NA,20,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670011.121401401,1239242.48776543,"EPSG:32635"
614,1,1,"FD",22,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,138,NA,4,NA,0,NA,13,NA,12,NA,1.3,NA,NA,8,NA,2.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670006.121401401,1239243.48776543,"EPSG:32635"
614,1,1,"FD",23,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,143,NA,0,NA,2,NA,15,NA,15,NA,1,NA,NA,8,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670012.121401401,1239248.48776543,"EPSG:32635"
614,1,1,"FD",24,"tree","ACA/MEL","Acacia mellifera",NA,NA,NA,NA,145,NA,10,NA,0,NA,18,NA,18,NA,0.3,NA,NA,9,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670000.121401401,1239250.48776543,"EPSG:32635"
614,1,1,"FD",25,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,157,NA,9,NA,0,NA,33,NA,33,NA,1,NA,NA,10,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670001.121401401,1239262.48776543,"EPSG:32635"
614,1,1,"FD",26,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,163,NA,6,NA,0,NA,14,NA,14,NA,0.5,NA,NA,5,NA,0.6,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670004.121401401,1239268.48776543,"EPSG:32635"
614,1,1,"FD",27,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,170,NA,0,NA,2,NA,15,NA,15,NA,0.4,NA,NA,6,NA,0.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670012.121401401,1239275.48776543,"EPSG:32635"
614,1,1,"FD",28,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,172,NA,0,NA,3,NA,16,NA,14,NA,1.3,NA,NA,6,NA,1.5,NA,1,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670013.121401401,1239277.48776543,"EPSG:32635"
614,1,1,"FD",29,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,175,NA,1,NA,0,NA,26,NA,26,NA,0.3,NA,NA,8,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670010.121401401,1239105.48776543,670009.121401401,1239280.48776543,"EPSG:32635"
614,2,1,"FSD",1,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,3,NA,0,NA,8,NA,25,NA,21,NA,1,NA,NA,4,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670017.936100713,1239599.87759137,"EPSG:32635"
614,2,NA,"",2,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,28,NA,0,NA,4,NA,11,NA,11,NA,1.3,NA,NA,3,NA,1.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670042.936100713,1239603.87759137,"EPSG:32635"
614,2,1,"FSD",3,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,28,NA,0,NA,4,NA,13,NA,13,NA,1.3,NA,NA,4,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670042.936100713,1239603.87759137,"EPSG:32635"
614,2,1,"FSD",4,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,56,NA,7,NA,0,NA,25,NA,23,NA,1.2,NA,NA,6,NA,1.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670070.936100713,1239614.87759137,"EPSG:32635"
614,2,1,"FSD",5,"tree","GAR/LUT","Gardenia lutea",NA,NA,NA,NA,60,NA,0,NA,8,NA,23,NA,19,NA,1,NA,NA,6,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670074.936100713,1239599.87759137,"EPSG:32635"
614,2,1,"FSD",6,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,65,NA,7,NA,0,NA,54,NA,24,NA,1.3,NA,NA,9,NA,1.2,NA,1,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670079.936100713,1239614.87759137,"EPSG:32635"
614,2,1,"FSD",7,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,75,NA,0,NA,1,NA,10,NA,10,NA,0.7,NA,NA,5,NA,0.8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670089.936100713,1239606.87759137,"EPSG:32635"
614,2,1,"FSD",8,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,90,NA,0,NA,1,NA,12,NA,12,NA,1.2,NA,NA,6,NA,1.3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670014.936100713,1239607.87759137,670104.936100713,1239606.87759137,"EPSG:32635"
