"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent[1]","causative_agent_qualifier[1]","causative_agent[2]","causative_agent_qualifier[2]","causative_agent[3]","causative_agent_qualifier[3]","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name"
"0689","1","1","FSD","27","tree","COM/ACU","Combretum aculeatum","","","","","156.0","","4.0","","","","30.0","","30.0","","1.3","","","9.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","1","1","FSD","28","tree","TER/BRO","Terminalia brownii","","","","","177.0","","5.0","","","","15.0","","14.0","","0.7","","","6.0","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","1","1","FSD","29","tree","COM/ACU","Combretum aculeatum","","","","","178.0","","5.0","","","","20.0","","18.0","","0.7","","","9.0","","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","1","1","FSD","30","tree","COM/ACU","Combretum aculeatum","","","","","","","","","","","16.0","","15.0","","1.3","","","9.0","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","1","1","FSD","31","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","195.0","","5.0","","","","20.0","","20.0","","0.6","","","8.0","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","1","1","FSD","32","tree","STE/SET","Sterculia setigera","","","","","228.0","","","","4.0","","57.0","","58.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","1","tree","SCL/BIR","Sclerocarya birrea","","","","","1.0","","1.0","","","","70.0","","70.0","","1.3","","","18.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","2","tree","STE/SET","Sterculia setigera","","","","","5.0","","6.0","","","","47.0","","44.0","","1.7","","","7.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","3","tree","ANO/LEI","Anogeissus leiocarpus","","","","","7.0","","6.0","","","","38.0","","28.0","","1.3","","","10.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","4","tree","ANO/LEI","Anogeissus leiocarpus","","","","","8.0","","6.0","","","","57.0","","43.0","","1.3","","","11.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","5","tree","ANO/LEI","Anogeissus leiocarpus","","","","","50.0","","","","7.0","","45.0","","45.0","","0.4","","","12.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","6","tree","COM/ACU","Combretum aculeatum","","","","","52.0","","0.51","","","","19.0","","19.0","","0.8","","","7.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","7","tree","COM/ACU","Combretum aculeatum","","","","","52.0","","","","3.0","","21.0","","13.0","","1.3","","","7.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","8","tree","","","","","","","52.0","","","","3.0","","16.0","","15.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","9","tree","","","","","","","52.0","","","","4.0","","16.0","","15.0","","1.3","","","9.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","10","tree","ANO/LEI","Anogeissus leiocarpus","","","","","52.0","","","","10.0","","26.0","","24.0","","1.3","","","13.0","","4.0","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","11","tree","ANO/LEI","Anogeissus leiocarpus","","","","","52.0","","","","10.0","","23.0","","29.0","","1.3","","","10.0","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","12","tree","COM/ACU","Combretum aculeatum","","","","","56.0","","","","9.0","","19.0","","198.0","","1.0","","","6.0","","1.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","13","stump","","","","","","","79.0","","1.0","","","","42.0","","46.0","","1.3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","14","tree","ANO/LEI","Anogeissus leiocarpus","","","","","106.0","","","","1.0","","30.0","","36.0","","1.0","","","12.0","","1.3","","1","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","15","tree","","","","","","","106.0","","1.0","","","","18.0","","14.0","","1.3","","","7.0","","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","16","tree","COM/ACU","Combretum aculeatum","","","","","106.0","","1.0","","","","14.0","","13.0","","1.3","","","7.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","17","tree","COM/ACU","Combretum aculeatum","","","","","106.0","","1.0","","","","27.0","","22.0","","1.0","","","6.0","","1.3","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","18","tree","COM/ACU","Combretum aculeatum","","","","","106.0","","1.0","","","","23.0","","18.0","","","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","19","tree","","","","","","","111.0","","","","1.0","","43.0","","40.0","","1.3","","","15.0","","5.0","","1","5","5","3","","","","","","5","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","20","tree","SCL/BIR","Sclerocarya birrea","","","","","117.0","","","","5.0","","16.0","","16.0","","0.6","","","5.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","21","tree","BAU","Bauhinia sp.","","","","","126.0","","","","","","12.0","","12.0","","0.7","","","5.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","","","22","tree","SCL/BIR","Sclerocarya birrea","","","","","133.0","","","","","","18.0","","11.0","","1.3","","","4.0","","1.4","","2","2","2","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","23","tree","BAU","Bauhinia sp.","","","","","140.0","","5.0","","","","18.0","","18.0","","1.3","","","5.0","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","24","tree","BAU","Bauhinia sp.","","","","","140.0","","5.0","","","","19.0","","19.0","","1.3","","","5.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","25","tree","BAU","Bauhinia sp.","","","","","150.0","","4.0","","","","20.0","","21.0","","0.6","","","6.0","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","26","tree","BAU/TOM","Bauhinia tomentosa","","","","","152.0","","","","6.0","","23.0","","22.0","","1.0","","","7.0","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","27","tree","BAU/TOM","Bauhinia tomentosa","","","","","161.0","","2.0","","","","17.0","","15.0","","0.9","","","5.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","28","tree","BAU/TOM","Bauhinia tomentosa","","","","","217.0","","","","4.0","","40.0","","39.0","","1.3","","","9.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","29","tree","","","","","","","235.0","","","","","","30.0","","32.0","","1.3","","","11.0","","1.5","","1","5","5","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","30","tree","BAU/TOM","Bauhinia tomentosa","","","","","240.0","","3.0","","","","12.0","","12.0","","0.9","","","4.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","31","tree","BAU/TOM","Bauhinia tomentosa","","","","","240.0","","3.0","","","","12.0","","12.0","","0.6","","","4.0","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","2","1","FSD","32","tree","","","","","","","240.0","","3.0","","","","12.0","","12.0","","","","","5.0","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","1","tree","ANO/LEI","Anogeissus leiocarpus","","","","","12.0","","","","9.0","","39.0","","34.0","","1.3","","","12.0","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","","","2","tree","COM/ACU","Combretum aculeatum","","","","","27.0","","10.0","","","","12.0","","11.0","","0.7","","","7.0","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","3","tree","","","","","","","29.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","4","tree","COM/ACU","Combretum aculeatum","","","","","35.0","","9.0","","","","24.0","","15.0","","","","","6.0","","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","5","tree","COM/ACU","Combretum aculeatum","","","","","61.0","","","","6.0","","22.0","","20.0","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","6","tree","SCL/BIR","Sclerocarya birrea","","","","","73.0","","","","2.0","","47.0","","41.0","","","","","10.0","","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","7","tree","ANO/LEI","Anogeissus leiocarpus","","","","","73.0","","3.0","","","","38.0","","36.0","","","","","12.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","8","tree","COM/ACU","Combretum aculeatum","","","","","88.0","","","","6.0","","15.0","","15.0","","1.3","","","6.0","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","9","tree","COM/ACU","Combretum aculeatum","","","","","100.0","","","","2.0","","21.0","","20.0","","1.3","","","5.0","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","10","tree","COM/ACU","Combretum aculeatum","","","","","100.0","","4.0","","","","26.0","","22.0","","","","","9.0","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","11","tree","ANO/LEI","Anogeissus leiocarpus","","","","","105.0","","8.0","","","","32.0","","30.0","","","","","9.0","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","12","tree","ANO/LEI","Anogeissus leiocarpus","","","","","120.0","","","","5.0","","49.0","","34.0","","1.3","","","11.0","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","13","tree","COM/ACU","Combretum aculeatum","","","","","130.0","","","","4.0","","27.0","","23.0","","1.3","","","7.0","","1.4","","1","5","5","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","14","tree","COM/ACU","Combretum aculeatum","","","","","149.0","","","","5.0","","24.0","","21.0","","1.3","","","6.0","","1.5","","1","5","5","6","","","","","","5","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","15","tree","ANO/LEI","Anogeissus leiocarpus","","","","","155.0","","2.0","","","","33.0","","31.0","","1.3","","","9.0","","1.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","16","tree","ANO/LEI","Anogeissus leiocarpus","","","","","198.0","","5.0","","","","52.0","","52.0","","0.3","","","11.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","17","tree","COM/FRA","Combretum fragrans","","","","","220.0","","6.0","","","","27.0","","24.0","","1.3","","","10.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","18","tree","","","","","","","235.0","","","","5.0","","58.0","","48.0","","1.3","","","13.0","","7.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","19","tree","COM/ACU","Combretum aculeatum","","","","","236.0","","8.0","","","","34.0","","29.0","","1.3","","","11.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","3","1","FSD","20","tree","COM/ADE","Combretum adenogonium","","","","","240.0","","7.0","","","","28.0","","28.0","","","","","7.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","1","tree","BAU","Bauhinia sp.","","","","","6.0","","","","2.0","","16.0","","16.0","","0.3","","","5.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","2","tree","PRO/AFR","Prosopis africana","","","","","14.0","","3.0","","","","38.0","","38.0","","1.3","","","6.0","","4.0","","1","5","5","6","","3","","","","4","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","3","tree","ALB/AMA","Albizia amara","","","","","14.0","","","","9.0","","48.0","","48.0","","1.3","","","10.0","","2.0","","2","2","2","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","4","tree","PRO/AFR","Prosopis africana","","","","","16.0","","10.0","","","","65.0","","58.0","","1.3","","","18.0","","6.0","","1","1","4","5","","","","","","5","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","5","tree","BAU","Bauhinia sp.","","","","","34.0","","","","6.0","","14.0","","14.0","","0.3","","","5.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","6","tree","COM/ACU","Combretum aculeatum","","","","","35.0","","","","4.0","","12.0","","12.0","","1.3","","","5.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","7","tree","BAU","Bauhinia sp.","","","","","43.0","","","","4.0","","14.0","","12.0","","0.3","","","6.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","8","tree","BAU","Bauhinia sp.","","","","","46.0","","2.0","","","","13.0","","13.0","","0.7","","","5.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","9","tree","PRO/AFR","Prosopis africana","","","","","80.0","","","","8.0","","44.0","","41.0","","1.3","","","10.0","","1.5","","1","5","5","6","","","","","","5","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","10","tree","COM/ACU","Combretum aculeatum","","","","","84.0","","1.0","","","","21.0","","19.0","","1.3","","","7.0","","4.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","11","tree","COM/ACU","Combretum aculeatum","","","","","95.0","","4.0","","","","42.0","","42.0","","0.8","","","10.0","","0.9","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","12","tree","COM/ACU","Combretum aculeatum","","","","","96.0","","","","2.0","","26.0","","20.0","","1.3","","","6.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","13","tree","DAL/MEL","Dalbergia melanoxylon","","","","","105.0","","","","2.0","","42.0","","29.0","","0.9","","","6.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","14","tree","COM/ACU","Combretum aculeatum","","","","","105.0","","4.0","","","","24.0","","25.0","","0.7","","","7.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","15","tree","COM/ACU","Combretum aculeatum","","","","","136.0","","5.0","","","","26.0","","24.0","","1.3","","","10.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","16","tree","ZIZ/SPI","Ziziphus spina-christi","","","","","142.0","","","","7.0","","22.0","","20.0","","","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","17","tree","PRO/AFR","Prosopis africana","","","","","153.0","","","","7.0","","24.0","","24.0","","1.3","","","11.0","","1.5","","1","5","5","99","","","","","","4","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","18","tree","SCL/BIR","Sclerocarya birrea","","","","","154.0","","2.0","","","","58.0","","54.0","","1.3","","","13.0","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","","","19","tree","COM/ACU","Combretum aculeatum","","","","","158.0","","","","3.0","","22.0","","22.0","","1.3","","","8.0","","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","1","FSD","20","tree","SCL/BIR","Sclerocarya birrea","","","","","184.0","","2.0","","","","12.0","","11.0","","1.3","","","5.0","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0689","4","","","21","tree","BAU","Bauhinia sp.","","","","","195.0","","1.0","","","","12.0","","11.0","","0.5","","","5.0","","0.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0692","2","1","FD","1","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","44.0","","1.0","","","","14.0","","13.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0692","2","1","FD","2","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","44.0","","1.0","","","","13.0","","12.0","","1.3","","","6.0","","1.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0692","2","","","3","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","45.0","","","","2.0","","15.0","","15.0","","1.1","","","5.0","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
