"su_su_no","plot_no","plot_access_plot_location_given_srs","plot_access_plot_location_given_x","plot_access_plot_location_given_y","plot_access_plot_starting_position_srs","plot_access_plot_starting_position_x","plot_access_plot_starting_position_y","plot_access_plot_start_time_hour","plot_access_plot_start_time_minute","plot_access_plot_end_time_hour","plot_access_plot_end_time_minute","time_work_within_plot_day_1_date_day_1_year","time_work_within_plot_day_1_date_day_1_month","time_work_within_plot_day_1_date_day_1_day","time_work_within_plot_day_1_plot_start_time_d1_hour","time_work_within_plot_day_1_plot_start_time_d1_minute","time_work_within_plot_day_1_plot_end_time_d1_hour","time_work_within_plot_day_1_plot_end_time_d1_minute","time_work_within_plot_day_2_date_day_2_year","time_work_within_plot_day_2_date_day_2_month","time_work_within_plot_day_2_date_day_2_day","time_work_within_plot_day_2_plot_start_time_d2_hour","time_work_within_plot_day_2_plot_start_time_d2_minute","time_work_within_plot_day_2_plot_end_time_d2_hour","time_work_within_plot_day_2_plot_end_time_d2_minute","middle_point_plot_middle_point_srs","middle_point_plot_middle_point_x","middle_point_plot_middle_point_y","plot_notes","plot_plan_plot_end_point_srs","plot_plan_plot_end_point_x","plot_plan_plot_end_point_y","plot_plan_plot_plan_scan","plot_plan_total_lucs_found","tree_notes","csp_tree_notes","rsp_shrub_notes","fallen_deadwood_notes","subplots_notes"
"0434","1","EPSG:32635","606499.0","1372652.0","EPSG:32635","606496.097544312","1372650.23859151","12","30","12","36","2017","12","15","12","37","13","24","","","","","","","","EPSG:32635","606504.620903025","1372770.54404402","","EPSG:32635","606497.935768552","1372897.95066153","29826_125.jpg","2","","No small trees to measure in Csp1 , CSP2AND Csp3","No shrubs and bushes to measure in Rsp1 , RSP2","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0434","2","EPSG:32635","606499.0","1373152.0","EPSG:32635","606499.505506087","1373150.9569569","13","25","13","31","2017","12","15","13","32","14","10","","","","","","","","EPSG:32635","606622.534583208","1373151.56144867","","EPSG:32635","606746.727149194","1373143.24982477","29826_356.jpg","3","Tree number one it's have two branches more than 20 cm.","No small trees to measure in Csp1, CSP2AND Csp3","No shrub and bushes in Rsp1 , RSP2AND","No fallen dead wood in FDT2",""
"0434","3","EPSG:32635","606999.0","1373152.0","EPSG:32635","606995.150975533","1373152.6951487","14","10","14","18","2017","12","15","14","18","15","51","","","","","","","","EPSG:32635","606996.892617597","1373031.06919256","","EPSG:32635","607002.18236986","1372901.37740166","29826_700.jpg","2","No tree to measure only shrub and bushes  ( Calatrobis procera- Leptedienya pyrotecnica- Guera so.)","No small trees to measure in Csp1","","",""
"0434","4","EPSG:32635","606999.0","1372652.0","EPSG:32635","606996.729187829","1372651.97962098","15","51","15","58","2017","12","15","16","0","16","32","","","","","","","","EPSG:32635","606868.294032434","1372657.65941347","","EPSG:32635","606753.642978985","1372652.40445409","29826_937.jpg","2","","No small trees to measure in Csp1 , Csp2and Csp3","No shrub and bushes to measure in Rsp1 ,Rsp2  and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0928","1","EPSG:32635","565432.0","1181421.0","EPSG:32635","565429.544085407","1181420.83160197","9","30","9","32","2018","2","17","9","32","10","36","","","","","","","","EPSG:32635","565443.776696422","1181548.39837171","","EPSG:32635","565428.441723391","1181667.76115336","38596_107.jpg","1","","No small trees  in csp2andcsp3","No shrub and bushes  in RSP2 andRsp3","No fallen dead wood in FDT1 and FDT2",""
"0928","2","EPSG:32635","565432.0","1181921.0","EPSG:32635","565425.998522027","1181918.33222996","10","35","10","40","2018","2","17","10","41","12","14","","","","","","","","EPSG:32635","565555.556892683","1181924.38991692","","EPSG:32635","565682.24455222","1181914.45143617","38596_579.jpg","1","","No small treanes to measture  in Cp1 and Csp2and Csp3","No shurb and bushes  in Rsp1and RSP3","No fallen dead wood in FDT1 and FDT2",""
"0928","3","EPSG:32635","565932.0","1181921.0","EPSG:32635","565931.263754954","1181913.77152385","12","14","13","53","2018","2","17","13","56","15","9","","","","","","","","EPSG:32635","565933.164429155","1181795.24880698","","EPSG:32635","565941.988522912","1181673.75283871","38596_2119.jpg","","","No small trees  in Csp1","No shrubs and bushes  in Rsp1andRsp2","No fallen dead wood in FDT1 andFdt2",""
"0928","4","EPSG:32635","565932.0","1181421.0","EPSG:32635","565935.990228857","1181422.68249599","15","9","15","15","2018","2","17","15","16","16","15","","","","","","","","EPSG:32635","565814.043404922","1181424.28155711","","EPSG:32635","565669.467148099","1181428.4258618","38596_3106.jpg","1","","No small trees in Csp1","No shrub and bushes in Rsp1  and R2and RSP3","No fallen dead wood in FDT2 and FDT3",""
"0689","1","EPSG:32635","628708.0","1124592.0","EPSG:32635","628710.154650832","1124596.40664435","9","40","9","42","2018","2","22","9","43","11","5","","","","","","","","EPSG:32635","628699.416670726","1124714.55399652","Easy to access plot1","EPSG:32635","628707.117189325","1124842.97398375","51844_114.jpg","1","","No small trees in Csp1, csp2 and Csp3","No shrubs and bushes in Rsp1, Rsp2 andRsp3  Rsp2","No fallen dead wood in FDT1, FDT2AND FDT3",""
"0689","2","EPSG:32635","628708.0","1125092.0","EPSG:32635","628707.561178705","1125091.49509315","11","7","11","12","2018","2","22","11","12","12","15","","","","","","","","EPSG:32635","628830.502911651","1125085.0402185","Easy to access plot 2","EPSG:32635","628951.389355362","1125092.81501112","51844_1297.jpg","1","","No small trees  inCsp1, Csp2 and Csp3","No shrub and bushes in Rsp1, Rsp2 andRsp3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0689","3","EPSG:32635","629208.0","1125092.0","EPSG:32635","629205.727856194","1125089.26203107","12","15","14","1","2018","2","22","14","2","14","52","","","","","","","","EPSG:32635","629206.535996893","1124965.92086684","It's easy to access","EPSG:32635","629204.299292088","1124846.09039261","51844_2450.jpg","1","","No small trees in Csp1 and csp2 andcsp3","No shrub and bushes in Rsp1 and Rsp2 andRsp3","No fallen dead wood in FDT1 and FDT3",""
"0689","4","EPSG:32635","629208.0","1124592.0","EPSG:32635","629210.378422918","1124586.57241718","14","57","16","2","2018","2","22","14","57","16","2","","","","","","","","EPSG:32635","629082.810980384","1124584.17100644","It's easy to access","EPSG:32635","628960.90272036","1124591.69279219","51844_3242.jpg","2","","No small trees to measure in Csp2 and Csp3","No shrub and bushes in Rsp1, RSP2","No fallen dead wood in FDT2 and  FDT3",""
"0692","2","EPSG:32635","754947.0","1125955.0","EPSG:32635","754940.263416202","1125948.22787656","8","15","8","20","2018","2","28","8","22","9","30","","","","","","","","EPSG:32635","755072.103358737","1125958.12749115","","EPSG:32635","755191.484770005","1125957.07617115","62212_114.jpg","1","","No small trees to measure in CSP2 and Csp3","No shrub and bushes in Rsp1 and Rsp2 and Rsp3","No fallen dead wood in FDT1 and FDT2 and FDT3","No fallen dead wood in FDT1"
"0692","3","EPSG:32635","755447.0","1125955.0","EPSG:32635","755460.69113254","1125949.86095285","9","30","9","42","2018","2","28","9","37","11","13","","","","","","","","EPSG:32635","755467.6859652","1125831.69877889","","EPSG:32635","755451.597209198","1125706.01863976","62212_1279.jpg","2","","","No shrub and bushes in Rsp1 ,Rsp2 andRsp3","No fallen dead wood in FDT1 andFdt3",""
"0692","4","EPSG:32635","755447.0","1125455.0","EPSG:32635","755451.927798863","1125451.73620352","11","12","13","30","2018","2","28","14","29","","","","","","","","","","","","","","EPSG:32635","755190.685141911","1125455.91232534","62212_2898.jpg","1","","","No shrub and bushes in Rsp1","",""
"0692","1","EPSG:32635","754947.0","1125455.0","EPSG:32635","754948.794674174","1125454.86208467","14","37","14","48","2018","2","28","14","48","15","58","","","","","","","","EPSG:32635","754946.936942001","1125579.88852213","","EPSG:32635","754953.173345744","1125701.75281145","62212_3248.jpg","1","","No small trees to measure in Csp2","No shrub and bushes in Rsp1 and Rsp2 and Rsp3","No fallen dead wood in FDT1 and FDT2",""
"0695","1","EPSG:32636","265848.0","1125645.0","EPSG:32636","265838.78194083","1125646.19843922","8","35","8","50","2018","4","12","8","50","10","40","","","","","","","","EPSG:32636","265842.473249967","1125770.60341887","","EPSG:32636","265848.154539053","1125895.79571834","102726_110.jpg","2","","No small trees to measure in Csp1, CSP2AND Csp3","No shrub and bushes in Rsp1, Rsp2and Rsp3","No fallen dead wood in FDT1, Fdt2 and FDT3",""
"0695","2","EPSG:32636","265848.0","1126145.0","EPSG:32636","265848.0","1126145.0","10","40","11","50","2018","4","12","11","50","12","43","","","","","","","","EPSG:32636","265973.0","1126144.0","","EPSG:32636","265609.0","1126143.0","","1","","No small trees to measure in Csp1, Csp2 and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0695","3","EPSG:32636","266348.0","1126145.0","","","","14","53","","","2018","4","12","14","53","","","","","","","","","","","","","","EPSG:32636","266357.259217175","1125904.51768696","102726_2065.jpg","2","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0695","4","EPSG:32636","266348.0","1125645.0","EPSG:32636","266340.050135184","1125640.11888199","14","2","14","12","2018","4","12","14","12","15","40","","","","","","","","EPSG:32636","266227.796799168","1125643.1498267","","EPSG:32636","266101.074879511","1125655.89022944","102726_2227.jpg","2","","No small trees to measure in Csp1, CSP2 and Csp3","No shrub and bushes in Rsp1, Rsp2and Rsp3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0543","1","EPSG:32636","350366.0","1354417.0","EPSG:32636","350361.911035331","1354422.82796715","14","7","14","12","2018","4","25","14","13","14","40","","","","","","","","EPSG:32636","350360.773024967","1354545.1410936","","EPSG:32636","350363.815038966","1354667.75201566","122824_125.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0543","2","EPSG:32636","350366.0","1354917.0","EPSG:32636","350363.378359707","1354917.5387817","14","40","14","47","2018","4","25","14","47","14","58","","","","","","","","EPSG:32636","350483.979003326","1354915.75044182","","EPSG:32636","350613.93363085","1354918.22402569","122824_297.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","NO fallen dead wood in FDT1, Fdt2 andFdt3",""
"0543","3","EPSG:32636","350866.0","1354917.0","EPSG:32636","350864.779003382","1354919.55064739","14","59","15","3","2018","4","25","15","4","15","18","","","","","","","","EPSG:32636","350866.492293486","1354794.57044268","","EPSG:32636","350860.379476746","1354668.49338013","122824_469.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0543","4","EPSG:32636","350866.0","1354417.0","EPSG:32636","350863.956384794","1354413.75398385","15","18","15","22","2018","4","25","15","22","17","39","","","","","","","","EPSG:32636","350743.267875688","1354415.69752872","","EPSG:32636","350617.147406287","1354416.31004199","122824_629.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0960","1","EPSG:32636","244889.0","1144769.0","EPSG:32636","244886.689094649","1144766.79783481","10","44","10","49","2018","4","11","10","50","11","45","","","","","","","","EPSG:32636","244894.007978139","1144896.73646892","","EPSG:32636","244885.361900652","1145017.52445967","99659_125.jpg","2","","No small trees to measure in Csp1 , Csp2 andRsp3","No shrub and bushes in Rsp1, Rsp2 andRsp3","No fallen dead wood in FDT1 , Fdt2 andFdt3",""
"0960","2","EPSG:32636","244889.0","1145269.0","EPSG:32636","244882.288524627","1145270.60252378","11","46","11","51","2018","4","11","11","51","12","42","","","","","","","","EPSG:32636","245017.387809427","1145265.51591185","","EPSG:32636","245139.989029373","1145269.45065811","99659_795.jpg","2","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1 , Rsp2 andRsp3","No fallen dead wood in FDT1 , Fdt2 andFdt3",""
"0960","3","EPSG:32636","245389.0","1145269.0","EPSG:32636","245385.172039244","1145272.70115274","12","45","13","39","2018","4","11","13","45","14","30","","","","","","","","EPSG:32636","245387.505320835","1145146.68422876","","EPSG:32636","245387.670792163","1145021.08904168","99659_1527.jpg","2","","No small trees to measure in Csp1 ,Csp2and Csp3","No shrub and bushes in Rsp1 , RSP2  and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0960","4","EPSG:32636","245389.0","1144769.0","EPSG:32636","245379.695482954","1144774.93228974","14","30","14","38","2018","4","11","14","38","16","28","","","","","","","","EPSG:32636","245258.689651334","1144769.76939771","","EPSG:32636","245141.797926023","1144766.32408939","99659_2013.jpg","2","","No small trees to measure in Csp1, Csp2and  Cap3","No shrub and bushes in Rsp1, RSP2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0797","1","EPSG:32635","689902.0","1373187.0","EPSG:32635","689903.195202483","1373188.68477657","8","50","8","53","2017","12","9","8","54","9","52","","","","","","","","EPSG:32635","689899.776007065","1373436.10837123","","EPSG:32635","689899.776007065","1373436.10837123","21387_114.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrubs and bushes to measure in Rsp1, Rsp2","No fallen dead wood in FDT1 , FDT2",""
"0797","2","EPSG:32635","689902.0","1373687.0","EPSG:32635","689900.653504265","1373686.72350745","9","52","10","2","2017","12","9","10","2","10","39","","","","","","","","EPSG:32635","690025.831234857","1373687.3145715","","EPSG:32635","690150.886063459","1373690.66950829","21387_518.jpg","2","Easy to access plot 2 in hell of sand","No small trees to measure in Csp1 , Csp2and Csp3","No shurb and bushes in Rsp1, Rsp2and Rsp3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0797","3","EPSG:32635","690402.0","1373687.0","EPSG:32635","690397.719295462","1373687.23713608","10","39","10","44","2017","12","9","10","44","11","25","","","","","","","","EPSG:32635","690400.79090417","1373559.79019072","Easy to access plot3","EPSG:32635","690403.605778915","1373438.37981651","21387_721.jpg","2","","No small trees to measure in Csp1, Csp2and Csp3","No shrubs and bushes to measure in Rsp1and RSP3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0797","4","EPSG:32635","690402.0","1373187.0","EPSG:32635","690402.059104075","1373183.85900347","11","25","11","31","2017","12","9","11","31","16","30","","","","","","","","EPSG:32635","690278.430635717","1373183.58899","","EPSG:32635","690152.093851795","1373184.42272981","21387_940.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shurb and bushes in Rsp1, Rsp2and Rsp3","No fallen dead wood in FDT1 and FDT3",""
"0902","4","EPSG:32635","691617.0","1220175.0","EPSG:32635","691613.427795759","1220178.61640794","8","22","8","25","2018","3","2","8","26","9","23","","","","","","","","EPSG:32635","691487.475992525","1220175.38546815","","EPSG:32634","1349152.21759993","1230654.46376353","66705_114.jpg","1","","","No shrub and bushes in Rsp1 , RSP2 and Rsp3","No fallen dead wood in FDT1 , Fdt2",""
"0902","1","EPSG:32635","691117.0","1220175.0","EPSG:32635","691110.180237113","1220178.10131427","9","25","9","30","2018","3","2","9","30","10","0","","","","","","","","EPSG:32635","691116.20258113","1220289.61666114","","EPSG:32635","691118.724972856","1220418.55870614","66705_420.jpg","1","","No small trees to measure in CSP2","No shrub and bushes in Rsp1 and Rsp2 and Rsp3","No fallen dead wood in FDT1 and FDT2 and FDT3",""
"0902","2","EPSG:32635","691117.0","1220675.0","","","","13","3","","","2018","3","2","13","3","","","","","","","","","","","","","","","","","","","","","","",""
"0902","3","EPSG:32635","691617.0","1220675.0","EPSG:32635","691625.498272592","1220690.35002207","10","40","12","5","2018","3","2","13","4","13","5","","","","","","","","EPSG:32635","691621.9435286","1220550.85018137","","EPSG:32635","691617.624544835","1220424.90595518","66705_693.jpg","1","","No small trees to measure in Csp1 and csp2","No shrub and bushes in Rsp1 and Rsp2","No fallen dead wood in FDT1 and FDT2",""
"0433","1","EPSG:32635","564804.0","1372483.0","EPSG:32635","564797.723948642","1372485.76826501","9","52","9","58","2017","12","14","9","58","10","55","","","","","","","","EPSG:32635","564802.771989352","1372605.06439842","","EPSG:32635","564799.632310627","1372731.97555913","27665_125.jpg","1","","No small trees to measure in Csp1, CSP2AND Csp3","No shurb and bushes to measure in Rsp1, RSP2AND Rsp3","No fallen dead wood in FDT2 andFdt3",""
"0433","2","EPSG:32635","564804.0","1372983.0","EPSG:32635","564805.580073607","1372987.89692174","10","56","11","1","2017","12","14","11","1","11","50","","","","","","","","EPSG:32635","564931.189878659","1372979.33616035","","EPSG:32635","565055.138158109","1372990.43904599","27665_664.jpg","3","","No small trees to measure in Csp1 , Csp2 and Csp3","No shurb and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1 , Fdt2 andFdt3",""
"0433","3","EPSG:32635","565304.0","1372983.0","EPSG:32635","565305.609258269","1372980.89678513","11","53","11","58","2017","12","14","11","58","12","40","","","","","","","","EPSG:32635","565307.60184467","1372858.66431187","","EPSG:32635","565305.0","1372735.0","27665_1198.jpg","3","","No small trees to measure in Csp1 , Csp2and Csp3","No shrubs and bushes to measure in Rsp2and Rsp3","No fallen dead wood in FDT1 , FDT2 and FDT3",""
"0433","4","EPSG:32635","565304.0","1372483.0","EPSG:32635","565302.144808209","1372482.1579159","12","41","12","53","2017","12","14","12","53","15","43","","","","","","","","EPSG:32635","565179.0","1372483.0","","EPSG:32635","565053.195776351","1372481.13231327","27665_1593.jpg","2","","No small trees to measure in Csp1 , Csp2and Csp3","No shrubs and bushes to measure in Rsp1and RSP3","No fallen dead wood in FDT1 , FDT2 and FDT3",""
"0645","1","EPSG:32635","754228.0","1201627.0","EPSG:32635","754235.903314656","1201618.84463991","12","0","12","5","2018","2","26","12","5","12","37","","","","","","","","EPSG:32635","754231.182463278","1201746.21403989","","EPSG:32635","754226.266721106","1201871.01707251","56082_114.jpg","1","","No small trees to measure in Csp1 and Csp3","No shrub and bushes in Rsp1 , Rsp2 and Rsp3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0645","2","EPSG:32635","754228.0","1202127.0","EPSG:32635","754222.545872825","1202139.02969407","12","37","12","40","2018","2","26","12","40","13","16","","","","","","","","EPSG:32635","74353.0","1202128.0","","EPSG:32635","754481.951816966","1202128.14647099","56082_285.jpg","2","","No small trees  in Csp1, Csp2and Csp3","No shrubs and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT3",""
"0645","3","EPSG:32635","754728.0","1202127.0","EPSG:32635","754741.776590461","1202112.09909887","13","15","13","19","2018","2","26","13","20","14","10","","","","","","","","EPSG:32635","754710.370502359","1201986.28177011","","EPSG:32635","754740.62262385","1201876.6658618","56082_512.jpg","1","","No small trees to measure in Csp1 and Csp2 and Csp3","No shrubs and bushes to measure in Rsp1and RSP2 andRsp3","No fallen dead wood in FDT3",""
"0645","4","EPSG:32635","754728.0","1201627.0","EPSG:32635","754715.394259212","1201627.83917313","14","10","14","15","2018","2","26","14","15","15","7","","","","","","","","EPSG:32635","754598.927011549","1201631.25552615","","EPSG:32635","754478.712150153","1201623.92112971","56082_693.jpg","1","","NO small trees to measure in Csp3","NO shrubs and bushes to in Rsp1, Rsp2 and Rsp3","NO  fallen dead wood in FDT1, FDT2 and FDT3","T"
"0978","1","EPSG:32636","244717.0","1106729.0","EPSG:32636","244711.580236093","1106727.90533712","9","55","9","59","2018","4","13","10","0","11","20","","","","","","","","EPSG:32636","244703.437459681","1106852.84418533","","EPSG:32636","244724.790069","1106980.43802344","106643_125.jpg","2","","No small trees to measure in Csp1,","No shrub and bushes in Rsp1, Rsp2and Rsp3","No fallen dead wood in FDT1,",""
"0978","2","EPSG:32636","244717.0","1107229.0","EPSG:32636","244714.948315021","1107223.89482705","12","4","12","30","2018","4","13","12","30","13","46","","","","","","","","EPSG:32636","244840.587654356","1107233.49080688","","EPSG:32636","244971.248250758","1107223.82976595","106643_1550.jpg","2","","","No shrub and bushes in Rsp1, RSP2 and Rsp3","",""
"0978","3","EPSG:32636","245217.0","1107229.0","EPSG:32636","245212.918324733","1107223.4613593","13","46","13","53","2018","4","13","13","46","14","45","","","","","","","","EPSG:32636","245216.426487577","1107103.05508549","","EPSG:32636","245212.40889521","1106991.40046464","106643_3042.jpg","2","","No small trees to measure in Csp1, Csp2","No shrub and bushes in Rsp1, RSP2 and Rsp3","No fallen dead wood in FDT2AND FDT3",""
"0978","4","EPSG:32636","245217.0","1106729.0","EPSG:32636","245219.13760403","1106729.95759058","14","45","14","50","2018","4","13","14","50","16","0","","","","","","","","EPSG:32636","245097.830182461","1106732.10431536","","EPSG:32636","244965.817841547","1106733.46524736","","2","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0953","2","EPSG:32635","607590.0","1144011.0","EPSG:32635","607592.583005853","1144005.87567133","9","24","9","26","2018","2","20","9","26","10","50","","","","","","","","EPSG:32635","607705.277793027","1144012.1231597","","EPSG:32635","607839.313513517","1144011.12465325","45588_153.jpg","1","","No small trees to measure in Csp1 and csp2","No shrub and bushes in Rsp1 and RSP3","No fallen dead wood in FDT1 , Fdt2",""
"0953","3","EPSG:32635","608090.0","1144011.0","EPSG:32635","608087.431645073","1144006.77535566","11","53","11","55","2018","2","20","11","56","12","48","","","","","","","","EPSG:32635","608087.282793056","1143881.28468833","","EPSG:32635","608087.684274145","1143764.7497963","45588_1172.jpg","1","","No small trees to measure in Csp1,Csp2andcsp3","No shrubs and bushes to measure in Rsp1andRsp2 andcsp3","No fallen dead wood in FDT1 and FDT2 and FDT3",""
"0953","4","EPSG:32635","608090.0","1143511.0","EPSG:32635","608098.469420222","1143503.37551421","12","49","13","0","2018","2","20","13","0","14","3","","","","","","","","EPSG:32635","607963.639916168","1143509.71840802","","EPSG:32635","607843.860954901","1143511.05128883","45588_1953.jpg","1","","No small trees to measure in Csp1,Csp2 andcsp3","No shrub and bushes in Rsp1 , Rsp2 and Rsp3","No fallen dead wood in FDT1 , Fdt2 andFdt3",""
"0953","1","EPSG:32635","607590.0","1143511.0","EPSG:32635","607588.939845693","1143511.29670676","14","58","15","0","2018","2","20","15","0","15","32","","","","","","","","EPSG:32635","607589.355039113","1143627.83150911","","EPSG:32635","607591.025851213","1143757.31868694","45588_3046.jpg","1","","No small trees to measure in Csp2 and Csp3","No shrub and bushes in RSP2andRsp3","No fallen dead wood in FDT1, FDT2 and FDT3",""
"0622","1","EPSG:32636","350160.0","1239672.0","EPSG:32636","350158.446853262","1239668.86213507","9","35","9","42","2018","4","20","9","43","10","28","","","","","","","","EPSG:32636","350154.159778598","1239790.09885622","","EPSG:32636","350162.705583917","1239923.23501193","117141_125.jpg","1","","No small trees to measure in Csp1","No shrub and bushes in Rsp1, Rsp2 andRsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0622","2","EPSG:32636","350160.0","1240172.0","EPSG:32636","350160.924092179","1240173.11419236","10","28","10","33","2018","4","20","10","34","11","2","","","","","","","","EPSG:32636","350285.249643232","1240172.21789453","","EPSG:32636","350415.058819223","1240174.24827449","117141_598.jpg","1","","No small trees to measure in Csp1 and Csp3","No shrub and bushes in Rsp1, RSP2 and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0622","3","EPSG:32636","350660.0","1240172.0","EPSG:32636","350661.870026428","1240171.70874972","11","3","12","15","2018","4","20","11","16","11","45","","","","","","","","EPSG:32636","350661.848482334","1240048.81319702","","EPSG:32636","350657.406947362","1239922.36854936","117141_1063.jpg","1","","No small trees to measure in Csp3","No shrub and bushes in Rsp1, RSP2  and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0622","4","EPSG:32636","350660.0","1239672.0","EPSG:32636","350662.381059696","1239674.50633066","11","46","11","49","2018","4","20","11","49","12","16","","","","","","","","EPSG:32636","350537.022832102","1239677.27047398","","EPSG:32636","350413.037242865","1239675.6453737","117141_1538.jpg","1","","No small trees to measure in Csp1, Csp2and Csp3","No shrub and bushes in Rsp1, Rsp2and Rsp3","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0799","2","EPSG:32635","773336.0","1374489.0","EPSG:32635","773336.0","1374489.0","10","30","10","32","2017","11","27","10","40","12","0","","","","","","","","EPSG:32635","773461.456498658","1374490.79747348","Easy to access plot 2 it's nearly from salamat village","EPSG:32635","773586.0","1374491.0","9240_93.jpg","1","No tree to measure","No small tree to measure in csp 1,2,3","No shrub and bushes to measure in rsp1,2,3 only small shrub of ghabeish","No fallen dead wood in fdt 1,2,3",""
"0799","3","EPSG:32635","773836.0","1374489.0","EPSG:32635","773836.299639441","1374489.70887068","12","20","12","25","2017","11","27","12","30","13","19","","","","","","","","EPSG:32635","773838.87294047","1374366.60476994","Easy to access plot 3","EPSG:32635","773837.888506566","1374241.83561559","9240_278.jpg","1","","No small tree to in csp 1,2","No shrub and bushes to measure in rsp1,2,3","No fallen dead wood in fdt 1,2",""
"0799","4","EPSG:32635","773836.0","1373989.0","EPSG:32635","773836.0","1373989.0","13","42","13","45","2017","11","27","13","46","15","5","","","","","","","","","","","","","","","","","","","","",""
"0799","1","EPSG:32635","773336.0","1373989.0","EPSG:32635","772431.0","1450865.0","9","20","9","23","2017","11","27","8","50","9","20","","","","","","","","","","","","","","","","","","","","",""
"0910","3","EPSG:32636","371598.0","1221059.0","EPSG:32636","371599.488900398","1221057.50185321","10","3","10","13","2018","4","22","10","13","11","5","","","","","","","","EPSG:32636","371600.631714195","1220933.80076324","","EPSG:32636","371602.986735222","1220804.50424387","120029_114.jpg","1","","No small trees to measure in Csp3","No shrub and bushes in Rsp1, RSP2 and Rsp3","No fallen dead wood in FDT2 and FDT3",""
"0910","4","EPSG:32636","371598.0","1220559.0","EPSG:32636","371599.177746409","1220555.20838538","11","5","11","10","2018","4","22","11","11","12","7","","","","","","","","EPSG:32636","371471.322511366","1220559.92800678","","EPSG:32636","371347.590105087","1220558.08139602","120029_969.jpg","1","","No small trees to measure in Csp3","No shrub and bushes in Rsp1, Rsp2 and","No fallen dead wood in FDT1, Fdt2 andFdt3",""
"0871","1","EPSG:32635","648940.0","1258066.0","EPSG:32635","648941.090504918","1258061.57352987","8","35","8","40","2018","3","7","8","40","9","26","","","","","","","","EPSG:32635","648942.849564951","1258192.21137587","","EPSG:32635","648934.28291712","1258315.8288713","74526_114.jpg","1","","No small trees to measure in Csp1 and csp2   and Csp3","","",""
"0871","2","EPSG:32635","648940.0","1258566.0","EPSG:32635","648940.475883479","1258558.17218443","9","26","9","32","2018","3","7","9","32","10","12","","","","","","","","EPSG:32635","649059.058243936","1258566.72410615","","EPSG:32635","649189.168373759","1258564.80189051","74526_350.jpg","2","","No small trees to measure in Csp2 and Csp3","No shrub and bushes in Rsp1, Rsp2 and Rsp3","No fallen dead wood in FDT1 and FDT3",""
"0871","3","EPSG:32635","649440.0","1258566.0","EPSG:32635","649439.448254072","1258557.78690875","10","12","10","22","2018","3","7","10","22","11","4","","","","","","","","","","","","EPSG:32635","649444.342330816","1258318.01012029","74526_1220.jpg","2","","No small trees to measure in Csp1 and Csp3","No shrubs and bushes to measure in Rsp1and Rsp2","No fallen dead wood in FDT1 andFdt3",""
"0871","4","EPSG:32635","649440.0","1258066.0","EPSG:32635","649435.561192172","1258069.69298309","11","5","11","12","2018","3","7","11","12","12","1","","","","","","","","EPSG:32635","649313.35272301","1258061.63424629","","EPSG:32635","649195.091539028","1258062.35022881","74526_2284.jpg","2","","No small trees to measure in CSP2 andCsp3","No shrub and bushes in Rsp2 andRsp3","No fallen dead wood in FDT1",""
